black,hispanic,married,nodegree,treat,age,re74,re75,re78
0,0,1,1,1,45,9808.147481576032,13618.876315755835,6823.96495399025
0,0,0,0,1,17,5050.081869579921,17954.875025099474,6896.569714293074
0,0,1,0,1,36,16391.99597291491,25197.3006026945,34776.299770174875
1,0,1,1,1,32,16989.328780808806,12483.901290323789,24720.26830262025
0,0,1,0,0,37,18752.379106864562,21450.78821360429,22914.135093982935
0,0,1,0,1,21,28755.344041033077,27642.33375166585,33923.852887255794
0,0,1,0,0,40,22531.777267787533,15449.089425552569,42558.19517623034
0,0,0,0,0,16,31051.74635385105,28372.817371698013,33268.61218090761
0,0,1,0,1,23,17804.303586848986,22710.9309643834,29749.845078848135
0,0,1,0,1,35,0.0,736.6311607830648,14307.219105575885
0,0,1,0,1,28,24653.133023114075,7041.196012077084,27780.89154166749
0,0,1,0,1,37,9783.658275302596,11791.598374266949,17838.380162040394
0,0,1,0,1,39,22133.461918570487,25928.166384226468,33226.080789878775
0,0,1,0,1,26,10104.53005527944,15699.634674393154,13815.490334258382
0,0,1,0,1,34,16001.66391888785,2573.1053688793636,20860.63522550575
0,0,1,0,0,33,21175.595223982695,9923.071417535692,19223.053590314317
0,0,1,1,0,35,1482.5216400885138,0.0,10088.396336899415
1,0,0,1,0,25,0.0,0.0,1087.5105904648062
1,0,1,1,0,29,16716.442248353476,7894.606591196969,9050.661333540711
0,0,1,0,1,23,17147.36114933512,19804.18374294345,22148.40376606897
0,0,1,0,1,24,19823.16501121365,10816.507884149472,33756.07390955572
0,0,1,1,1,21,0.0,0.0,1529.1966959147621
1,0,1,1,0,24,9535.8110426769,8524.135938774347,10366.724057389354
0,0,0,1,0,29,27741.892899562954,27486.276456795793,23494.09420419929
0,0,1,0,1,40,17797.001557822678,8896.043780513124,3126.896284313015
0,0,1,0,0,39,26822.3198145934,37814.10020140749,24055.106080173373
0,0,1,0,1,19,13466.29718016949,508.1638511658548,13218.007218710292
0,0,1,1,0,24,10496.106003583645,6172.895488762618,11398.58743394923
0,0,0,1,1,17,0.0,0.0,3366.286100000001
0,0,1,0,1,31,22225.25121798591,20070.492213115896,26127.01465148226
0,0,1,0,1,31,1658.6489476595925,9015.574153884647,11817.050674010112
1,0,0,1,0,17,0.0,4468.032210556558,16784.636576838468
1,0,1,1,0,32,4865.772168369871,4367.229790542024,12605.929440897904
0,0,1,0,0,32,24975.765867102633,18293.28102194585,21983.752690083984
0,0,0,1,1,21,15695.563261101703,11972.642524844501,38089.46242531657
0,0,1,0,1,39,17724.71528964783,22056.362906064645,30075.510890818667
0,0,0,0,1,20,19273.3919346356,11893.626550871037,8244.248228514563
0,0,1,1,1,38,12734.688391438252,8625.482650656604,15075.231681522539
0,0,1,0,0,32,22013.475014855678,31057.903200375957,38833.65223324514
0,0,0,0,0,23,22276.544581562044,25989.15574355308,22970.431235525535
0,0,1,1,1,39,0.0,12345.191300688155,10968.953084501285
0,0,1,0,0,29,17316.345705689968,31533.390137430648,32954.07037774936
0,0,0,0,0,45,40515.332143404405,38634.19924862509,24921.84147708042
1,0,1,1,1,47,11605.507345590415,10778.86297060585,16331.046774509585
0,0,1,0,0,38,20625.441833553654,24290.772583699632,27051.86691947804
0,0,1,0,1,39,9291.79761589373,0.0,11209.464498694582
0,0,1,0,1,34,27533.336552849123,24866.34154700784,31844.089078833254
1,0,1,0,1,21,3501.0246960689346,2098.1680441274866,4872.458833333334
