age,y,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75,treat,id
31,2245.0078125,12,0,0,1,0,13714.8681640625,12532.2578125,14777.265625,0,0,0,478
30,-9968.40209960938,12,0,0,1,0,13714.8681640625,12532.2578125,2563.85571289062,0,0,0,479
21,-1687.8203125,12,1,0,0,0,13714.8681640625,13339.6943359375,11651.8740234375,0,0,0,480
28,-6600.322265625,17,0,0,1,0,13714.8681640625,13427.4189453125,6827.0966796875,0,0,0,481
24,4305.2998046875,12,0,0,1,0,13714.8681640625,13427.4189453125,17732.71875,0,0,0,482
28,5603.9931640625,12,0,0,1,0,13714.8681640625,13606.4521484375,19210.4453125,0,0,0,483
23,7843.3173828125,12,0,0,0,0,13714.8681640625,14322.5810546875,22165.8984375,0,0,0,484
35,11560.3681640625,12,0,0,0,0,13714.8681640625,15038.7099609375,26599.078125,0,0,0,485
27,-1770.4306640625,14,0,0,1,0,13714.8681640625,15217.7421875,13447.3115234375,0,0,0,486
23,8450.3212890625,12,0,0,1,0,13714.8681640625,15754.8388671875,24205.16015625,0,0,0,487
24,142.0888671875,12,1,0,1,0,13714.8681640625,16112.9033203125,16254.9921875,0,0,0,488
24,142.0888671875,12,0,0,1,0,13714.8681640625,16112.9033203125,16254.9921875,0,0,0,489
39,-2378.5712890625,12,1,0,1,0,13714.8681640625,17008.064453125,14629.4931640625,0,0,0,490
33,7999.615234375,12,0,0,1,0,13714.8681640625,18082.2578125,26081.873046875,0,0,0,491
45,11042.87890625,14,0,0,1,0,13714.8681640625,19102.7421875,30145.62109375,0,0,0,492
45,11042.87890625,14,0,0,1,0,13714.8681640625,19102.7421875,30145.62109375,0,0,0,493
27,6435.21484375,12,1,0,1,0,13714.8681640625,19425.0,25860.21484375,0,0,0,494
45,-16445.390625,17,0,0,1,0,13714.8681640625,23095.16015625,6649.76953125,0,0,0,495
23,6021.736328125,16,0,0,0,0,13714.8681640625,25601.61328125,31623.349609375,0,0,0,496
26,14.208984375,17,0,0,1,0,13714.8681640625,29540.322265625,29554.53125,0,0,0,497
27,3651.4609375,14,1,0,0,0,13812.8310546875,17036.7109375,20688.171875,0,0,0,498
21,-8186.860534667969,14,0,0,1,0,13832.423828125,8777.951171875,591.090637207031,0,0,0,499
20,5331.1826171875,12,0,0,1,0,13902.95703125,14322.5810546875,19653.763671875,0,0,0,500
29,12049.15478515625,12,0,0,1,0,13910.7939453125,7161.29052734375,19210.4453125,0,0,0,501
22,7606.59765625,12,0,1,1,0,13910.7939453125,8611.451171875,16218.048828125,0,0,0,502
24,5783.0263671875,12,0,0,0,0,13910.7939453125,13427.4189453125,19210.4453125,0,0,0,503
27,213.1337890625,12,0,0,1,0,13910.7939453125,14859.6767578125,15072.810546875,0,0,0,504
23,3677.265625,12,0,0,1,0,14063.6171875,11100.0,14777.265625,0,0,0,505
24,13123.349609375,16,0,0,1,0,14067.5361328125,24706.451171875,37829.80078125,0,0,0,506
23,-3310.67578125,16,0,0,0,0,14106.720703125,6266.12890625,2955.453125,0,0,0,507
33,3410.1376953125,14,0,0,1,0,14106.720703125,14322.5810546875,17732.71875,0,0,0,508
21,4262.671875,12,0,0,0,0,14106.720703125,17903.2265625,22165.8984375,0,0,0,509
23,-23453.2265625,12,0,0,1,0,14106.720703125,23453.2265625,0.0,0,0,0,510
20,-3125.9609375,12,1,0,1,0,14322.240234375,17903.2265625,14777.265625,0,0,0,511
24,-12304.916015625,12,0,0,1,0,14373.1806640625,19693.548828125,7388.6328125,0,0,0,512
29,-619.5087890625,12,1,0,1,0,14392.7744140625,15396.7744140625,14777.265625,0,0,0,513
34,-4274.0400390625,12,0,0,1,0,14498.57421875,14322.5810546875,10048.541015625,0,0,0,514
44,154.62109375,12,0,0,1,0,14498.57421875,14424.62890625,14579.25,0,0,0,515
23,-125.0390625,12,0,0,1,0,14498.57421875,19335.484375,19210.4453125,0,0,0,516
26,4491.150390625,14,1,0,1,0,14506.4111328125,17187.09765625,21678.248046875,0,0,0,517
51,-1513.25,12,0,0,1,0,14533.8408203125,19245.96875,17732.71875,0,0,0,518
41,3324.884765625,12,0,0,1,0,14684.705078125,23274.193359375,26599.078125,0,0,0,519
37,8781.10546875,13,0,0,1,0,14694.5009765625,8951.61328125,17732.71875,0,0,0,520
26,9051.0751953125,16,0,0,1,0,14694.5009765625,11637.0966796875,20688.171875,0,0,0,521
24,5.6845703125,12,1,0,1,0,14694.5009765625,11816.12890625,11821.8134765625,0,0,0,522
22,8865.22265625,14,1,0,1,0,14694.5009765625,12532.2578125,21397.48046875,0,0,0,523
27,652.3603515625,12,1,0,1,0,14694.5009765625,13427.4189453125,14079.779296875,0,0,0,524
23,6365.5908203125,13,0,0,1,0,14694.5009765625,14322.5810546875,20688.171875,0,0,0,525
27,4887.8642578125,12,0,0,1,0,14694.5009765625,14322.5810546875,19210.4453125,0,0,0,526
28,4350.7685546875,12,1,0,1,0,14694.5009765625,14859.6767578125,19210.4453125,0,0,0,527
21,8425.8828125,12,0,0,1,0,14694.5009765625,15217.7421875,23643.625,0,0,0,528
28,-15933.87109375,12,0,0,1,0,14694.5009765625,15933.87109375,0.0,0,0,0,529
22,-16112.9033203125,13,0,0,1,0,14694.5009765625,16112.9033203125,0.0,0,0,0,530
20,10486.1748046875,12,0,0,1,0,14694.5009765625,16112.9033203125,26599.078125,0,0,0,531
24,10866.97265625,16,0,0,1,0,14694.5009765625,16470.96875,27337.94140625,0,0,0,532
22,5041.322265625,12,0,0,1,0,14694.5009765625,16829.03125,21870.353515625,0,0,0,533
27,21000.76953125,12,0,1,1,0,14694.5009765625,16829.03125,37829.80078125,0,0,0,534
35,4092.166015625,12,1,0,1,0,14694.5009765625,17187.09765625,21279.263671875,0,0,0,535
23,9860.982421875,16,0,0,1,0,14694.5009765625,19693.548828125,29554.53125,0,0,0,536
22,-16738.095703125,16,0,0,1,0,14694.5009765625,19693.548828125,2955.453125,0,0,0,537
23,1847.158203125,16,0,0,1,0,14694.5009765625,23274.193359375,25121.3515625,0,0,0,538
20,4177.41796875,12,0,0,1,0,14694.5009765625,26854.83984375,31032.2578125,0,0,0,539
22,-642.2421875,12,1,0,1,0,14790.5048828125,14680.64453125,14038.40234375,0,0,0,540
24,27243.30987548828,12,0,0,1,0,14890.427734375,719.709655761719,27963.01953125,0,0,0,541
26,-10741.9345703125,12,0,0,1,0,14890.427734375,10741.9345703125,0.0,0,0,0,542
42,-11185.9345703125,12,1,0,1,0,14988.390625,11185.9345703125,0.0,0,0,0,543
28,-4632.673828125,15,0,0,1,0,15082.435546875,18619.35546875,13986.681640625,0,0,0,544
24,18187.4033203125,13,0,0,1,0,15282.28125,14322.5810546875,32509.984375,0,0,0,545
50,-1170.814453125,12,0,0,1,0,15282.28125,14322.5810546875,13151.7666015625,0,0,0,546
50,-1170.814453125,12,0,0,1,0,15282.28125,14322.5810546875,13151.7666015625,0,0,0,547
28,-284.1787109375,13,0,0,1,0,15282.28125,14322.5810546875,14038.40234375,0,0,0,548
25,9008.4482421875,12,0,0,1,0,15282.28125,16112.9033203125,25121.3515625,0,0,0,549
31,-3125.9609375,12,1,0,0,0,15282.28125,17903.2265625,14777.265625,0,0,0,550
32,8383.255859375,16,1,0,1,0,15282.28125,19693.548828125,28076.8046875,0,0,0,551
22,2176.8046875,12,0,0,1,0,15282.28125,19693.548828125,21870.353515625,0,0,0,552
22,4339.9404296875,13,1,0,1,0,15403.755859375,14320.7900390625,18660.73046875,0,0,0,553
26,2131.3359375,12,1,0,1,0,15411.5927734375,8951.61328125,11082.94921875,0,0,0,554
22,5234.5615234375,12,0,0,1,0,15478.2080078125,8951.61328125,14186.1748046875,0,0,0,555
29,-1755.5673828125,12,0,0,0,0,15478.2080078125,14370.9189453125,12615.3515625,0,0,0,556
53,-735.453125,17,0,0,1,0,15478.2080078125,16399.35546875,15663.90234375,0,0,0,557
25,13603.609375,12,0,0,1,0,15478.2080078125,17724.193359375,31327.802734375,0,0,0,558
26,1773.953125,12,1,0,1,0,15478.2080078125,18175.35546875,19949.30859375,0,0,0,559
24,-295.119140625,16,0,0,0,0,15587.9267578125,19505.564453125,19210.4453125,0,0,0,560
27,41376.34375,17,0,0,0,0,15674.1337890625,0.0,41376.34375,0,1,0,561
46,19954.139587402344,12,0,0,1,0,15674.1337890625,734.032287597656,20688.171875,0,0,0,562
25,6774.3532714843805,12,1,0,1,0,15674.1337890625,3738.19360351562,10512.546875,0,0,0,563
21,-3213.28784179688,13,0,0,0,0,15674.1337890625,4946.6611328125,1733.37329101562,0,0,0,564
37,19125.19140625,12,0,0,1,0,15674.1337890625,8951.61328125,28076.8046875,0,0,0,565
37,19125.19140625,12,0,0,1,0,15674.1337890625,8951.61328125,28076.8046875,0,0,0,566
28,21579.3544921875,15,1,0,1,0,15674.1337890625,9452.9033203125,31032.2578125,0,0,0,567
22,18221.5068359375,12,0,0,0,0,15674.1337890625,10741.9345703125,28963.44140625,0,0,0,568
22,9051.0751953125,12,0,0,0,0,15674.1337890625,11637.0966796875,20688.171875,0,0,0,569
27,6678.1875,12,0,0,1,0,15674.1337890625,12532.2578125,19210.4453125,0,0,0,570
21,12589.09375,13,1,0,1,0,15674.1337890625,12532.2578125,25121.3515625,0,0,0,571
49,4842.3955078125,16,0,0,1,0,15674.1337890625,12890.3232421875,17732.71875,0,0,0,572
26,-13427.4189453125,12,0,0,1,0,15674.1337890625,13427.4189453125,0.0,0,0,0,573
33,463.2109375,14,0,0,1,0,15674.1337890625,13427.4189453125,13890.6298828125,0,0,0,574
28,2173.962890625,15,0,0,1,0,15674.1337890625,13785.484375,15959.447265625,0,0,0,575
29,11716.6669921875,17,0,0,1,0,15674.1337890625,14143.5478515625,25860.21484375,0,0,0,576
54,-2500.767578125,16,1,0,1,0,15674.1337890625,14322.5810546875,11821.8134765625,0,0,0,577
25,6380.3681640625,14,0,1,1,0,15674.1337890625,14322.5810546875,20702.94921875,0,0,0,578
32,-1023.0419921875,12,0,0,1,0,15674.1337890625,14322.5810546875,13299.5390625,0,0,0,579
40,1932.4111328125,12,0,0,1,0,15674.1337890625,14322.5810546875,16254.9921875,0,0,0,580
40,1932.4111328125,12,0,0,1,0,15674.1337890625,14322.5810546875,16254.9921875,0,0,0,581
27,7843.3173828125,16,0,0,1,0,15674.1337890625,14322.5810546875,22165.8984375,0,0,0,582
24,3052.07421875,12,0,0,1,0,15674.1337890625,14680.64453125,17732.71875,0,0,0,583
43,-849.123046875,12,0,0,1,0,15674.1337890625,14680.64453125,13831.521484375,0,0,0,584
25,3844.931640625,16,0,0,1,0,15674.1337890625,15217.7421875,19062.673828125,0,0,0,585
26,298.38671875,12,1,0,1,0,15674.1337890625,15217.7421875,15516.12890625,0,0,0,586
34,1977.8798828125,12,1,0,1,0,15674.1337890625,15754.8388671875,17732.71875,0,0,0,587
21,9187.48046875,13,0,0,1,0,15674.1337890625,15933.87109375,25121.3515625,0,0,0,588
21,-4291.08984375,12,1,0,1,0,15674.1337890625,16112.9033203125,11821.8134765625,0,0,0,589
23,3008.0263671875,12,1,0,1,0,15674.1337890625,16202.4189453125,19210.4453125,0,0,0,590
26,18551.15234375,12,0,0,1,0,15674.1337890625,16470.96875,35022.12109375,0,0,0,591
28,-502.427734375,14,0,0,1,0,15674.1337890625,16757.419921875,16254.9921875,0,0,0,592
26,2381.4140625,17,0,0,1,0,15674.1337890625,16829.03125,19210.4453125,0,0,0,593
20,9591.013671875,14,0,0,0,0,15674.1337890625,17008.064453125,26599.078125,0,0,0,594
26,2704.3828125,12,1,0,1,0,15674.1337890625,17983.7890625,20688.171875,0,0,0,595
21,-483.103515625,12,1,0,1,0,15674.1337890625,19693.548828125,19210.4453125,0,0,0,596
41,12816.435546875,12,0,0,1,0,15674.1337890625,19693.548828125,32509.984375,0,0,0,597
28,9122.119140625,16,0,0,1,0,15674.1337890625,19693.548828125,28815.66796875,0,0,0,598
23,5115.20703125,16,0,0,0,0,15674.1337890625,21483.87109375,26599.078125,0,0,0,599
22,8854.9921875,12,0,0,1,0,15674.1337890625,22916.12890625,31771.12109375,0,0,0,600
27,4063.748046875,14,0,1,0,0,15674.1337890625,23274.193359375,27337.94140625,0,0,0,601
26,6280.337890625,16,0,0,1,0,15674.1337890625,23274.193359375,29554.53125,0,0,0,602
54,-25064.515625,12,0,0,1,0,15674.1337890625,25064.515625,0.0,0,0,0,603
54,-25064.515625,12,0,0,1,0,15674.1337890625,25064.515625,0.0,0,0,0,604
54,-4376.34375,12,1,0,0,0,15674.1337890625,25064.515625,20688.171875,0,0,0,605
37,2404.146484375,16,0,0,0,0,15674.1337890625,26854.83984375,29258.986328125,0,0,0,606
32,-8417.357421875,13,0,0,1,0,15674.1337890625,30435.484375,22018.126953125,0,0,0,607
29,-7291.5576171875,12,0,0,1,0,15678.052734375,17487.87109375,10196.3134765625,0,0,0,608
22,19638.9853515625,13,0,0,1,0,15870.060546875,15826.4521484375,35465.4375,0,0,0,609
23,-2654.224609375,12,1,0,1,0,15870.060546875,30435.484375,27781.259765625,0,0,0,610
36,4717.1591796875,12,0,0,1,0,15873.98046875,12727.4033203125,17444.5625,0,0,0,611
21,-6706.60546875,13,0,0,1,0,15960.1865234375,21483.87109375,14777.265625,0,0,0,612
21,-1810.21484375,12,0,0,1,0,15987.6171875,16291.9345703125,14481.7197265625,0,0,0,613
26,1602.763671875,12,1,0,1,0,15987.6171875,17903.2265625,19505.990234375,0,0,0,614
28,-6394.009765625,12,1,0,1,0,15987.6171875,19693.548828125,13299.5390625,0,0,0,615
43,454.6845703125,12,0,0,1,0,15989.576171875,14322.5810546875,14777.265625,0,0,0,616
27,4347.6982421875,12,1,0,1,0,16011.1279296875,16112.9033203125,20460.6015625,0,0,0,617
36,-1209.462890625,17,0,0,0,0,16015.046875,30793.548828125,29584.0859375,0,0,0,618
23,20730.798828125,12,0,0,1,0,16065.98828125,4833.87109375,25564.669921875,0,0,0,619
31,2694.0087890625,12,0,0,1,0,16065.98828125,15038.7099609375,17732.71875,0,0,0,620
25,3253.83984375,14,0,0,1,0,16065.98828125,15217.7421875,18471.58203125,0,0,0,621
35,3124.3974609375,12,1,0,1,0,16065.98828125,16086.0478515625,19210.4453125,0,0,0,622
23,3859.140625,16,0,0,1,0,16065.98828125,16829.03125,20688.171875,0,0,0,623
21,8226.95703125,12,0,0,1,0,16065.98828125,20588.7109375,28815.66796875,0,0,0,624
22,-6891.3212890625,12,0,0,0,0,16230.56640625,9846.7744140625,2955.453125,0,0,0,625
36,861.05859375,12,1,0,1,0,16261.9140625,21304.83984375,22165.8984375,0,0,0,626
21,-6560.2548828125,12,0,0,1,0,16306.9775390625,18529.83984375,11969.5849609375,0,0,0,627
28,-13298.515625,12,0,0,1,0,16393.185546875,13298.515625,0.0,0,0,0,628
24,12918.740234375,12,0,1,1,0,16457.841796875,8951.61328125,21870.353515625,0,0,0,629
30,466.052734375,12,0,0,0,0,16457.841796875,14680.64453125,15146.697265625,0,0,0,630
44,1176.4970703125,12,0,0,1,0,16457.841796875,16112.9033203125,17289.400390625,0,0,0,631
30,3299.30859375,12,0,0,1,0,16457.841796875,16650.0,19949.30859375,0,0,0,632
34,3859.140625,12,0,0,1,0,16457.841796875,16829.03125,20688.171875,0,0,0,633
26,19153.609375,16,0,0,1,0,16457.841796875,21483.87109375,40637.48046875,0,0,0,634
23,-3012.2890625,16,0,0,1,0,16457.841796875,21483.87109375,18471.58203125,0,0,0,635
20,49.732421875,12,0,0,0,0,16497.025390625,19604.03125,19653.763671875,0,0,0,636
26,5285.7141113281195,13,0,0,0,0,16653.767578125,3580.64526367188,8866.359375,0,0,0,637
21,-2458.1416015625,12,1,0,1,0,16653.767578125,9846.7744140625,7388.6328125,0,0,0,638
25,5551.36328125,12,0,0,1,0,16653.767578125,12181.35546875,17732.71875,0,0,0,639
23,3566.4365234375,15,0,0,1,0,16653.767578125,13427.4189453125,16993.85546875,0,0,0,640
25,8045.0849609375,12,1,0,0,0,16653.767578125,14859.6767578125,22904.76171875,0,0,0,641
28,2040.3994140625,16,0,0,1,0,16653.767578125,15396.7744140625,17437.173828125,0,0,0,642
38,3393.0869140625,14,0,0,1,0,16653.767578125,16112.9033203125,19505.990234375,0,0,0,643
29,1619.8154296875,17,0,0,1,0,16653.767578125,16112.9033203125,17732.71875,0,0,0,644
24,4038.171875,17,0,0,1,0,16653.767578125,16650.0,20688.171875,0,0,0,645
25,4862.2890625,16,1,0,1,0,16653.767578125,17008.064453125,21870.353515625,0,0,0,646
55,-1290.16796875,12,0,0,1,0,16653.767578125,17545.16015625,16254.9921875,0,0,0,647
30,-17545.16015625,14,0,0,1,0,16653.767578125,17545.16015625,0.0,0,0,0,648
21,1307.21875,12,0,0,0,0,16653.767578125,17903.2265625,19210.4453125,0,0,0,649
26,-170.5078125,12,0,0,1,0,16653.767578125,17903.2265625,17732.71875,0,0,0,650
34,-3277.427734375,12,0,0,1,0,16653.767578125,19532.419921875,16254.9921875,0,0,0,651
22,6314.439453125,12,0,0,1,0,16653.767578125,19693.548828125,26007.98828125,0,0,0,652
22,14944.9296875,16,0,0,0,0,16653.767578125,22737.09765625,37682.02734375,0,0,0,653
27,369.431640625,15,0,0,0,0,16653.767578125,23274.193359375,23643.625,0,0,0,654
26,-20318.740234375,12,0,0,0,0,16653.767578125,23274.193359375,2955.453125,0,0,0,655
26,4848.080078125,16,0,0,1,0,16653.767578125,24706.451171875,29554.53125,0,0,0,656
24,12171.3515625,14,1,0,1,0,16653.767578125,28466.12890625,40637.48046875,0,0,0,657
26,7331.796875,14,1,0,0,0,16667.482421875,21483.87109375,28815.66796875,0,0,0,658
23,-2925.330078125,12,1,0,1,0,16708.626953125,10491.2900390625,7565.9599609375,0,0,0,659
28,-10253.14978027344,14,0,0,0,0,16849.6953125,12174.1943359375,1921.04455566406,0,0,0,660
21,-15396.7744140625,12,0,0,1,0,16849.6953125,15396.7744140625,0.0,0,0,0,661
30,1612.3125,12,0,0,1,0,16849.6953125,17366.12890625,18978.44140625,0,0,0,662
24,6501.99609375,12,0,0,1,0,16849.6953125,18619.35546875,25121.3515625,0,0,0,663
51,-1960.830078125,12,0,0,1,0,16849.6953125,19693.548828125,17732.71875,0,0,0,664
21,15771.888671875,14,0,0,0,0,16849.6953125,19693.548828125,35465.4375,0,0,0,665
22,2961.13671875,14,1,0,1,0,16849.6953125,21125.806640625,24086.943359375,0,0,0,666
24,13769.1435546875,12,0,0,1,0,16884.9609375,9311.4677734375,23080.611328125,0,0,0,667
23,4669.701171875,15,0,0,1,0,16955.494140625,20844.7265625,25514.427734375,0,0,0,668
26,13651.921875,14,0,0,1,0,17045.62109375,25064.515625,38716.4375,0,0,0,669
45,1794.5849609375,12,0,0,1,0,17104.3984375,16381.4521484375,18176.037109375,0,0,0,670
46,-977.5732421875,13,0,0,1,0,17241.548828125,15754.8388671875,14777.265625,0,0,0,671
29,13858.0078125,12,0,0,1,0,17241.548828125,19686.38671875,33544.39453125,0,0,0,672
26,3941.55078125,14,0,0,1,0,17241.548828125,20588.7109375,24530.26171875,0,0,0,673
27,-2719.5859375,16,0,0,1,0,17241.548828125,24885.484375,22165.8984375,0,0,0,674
26,7610.06494140625,14,0,0,1,0,17437.474609375,7161.29052734375,14771.35546875,0,0,0,675
20,10415.13037109375,15,0,0,1,0,17437.474609375,8056.45166015625,18471.58203125,0,0,0,676
23,8894.77734375,12,0,0,1,0,17437.474609375,12532.2578125,21427.03515625,0,0,0,677
30,-2351.291015625,16,0,0,1,0,17437.474609375,17867.419921875,15516.12890625,0,0,0,678
24,-6124.0390625,12,0,0,1,0,17437.474609375,22379.03125,16254.9921875,0,0,0,679
23,23643.625,12,0,0,1,0,17633.400390625,0.0,23643.625,0,1,0,680
34,0.0,12,0,0,1,0,17633.400390625,0.0,0.0,0,1,0,681
24,17317.705078125,12,0,1,1,0,17633.400390625,4848.193359375,22165.8984375,0,0,0,682
43,11116.5966796875,12,1,0,1,0,17633.400390625,10741.9345703125,21858.53125,0,0,0,683
28,3722.734375,14,1,0,1,0,17633.400390625,12532.2578125,16254.9921875,0,0,0,684
20,13597.92578125,12,0,0,1,0,17633.400390625,15217.7421875,28815.66796875,0,0,0,685
23,298.38671875,12,1,0,1,0,17633.400390625,15217.7421875,15516.12890625,0,0,0,686
27,10486.1748046875,14,1,0,1,0,17633.400390625,16112.9033203125,26599.078125,0,0,0,687
53,3097.5419921875,12,0,0,1,0,17633.400390625,16112.9033203125,19210.4453125,0,0,0,688
28,6052.9951171875,16,0,0,1,0,17633.400390625,16112.9033203125,22165.8984375,0,0,0,689
26,9008.4482421875,12,0,0,1,0,17633.400390625,16112.9033203125,25121.3515625,0,0,0,690
25,2506.4521484375,15,0,0,1,0,17633.400390625,16112.9033203125,18619.35546875,0,0,0,691
29,2512.474609375,14,0,0,1,0,17633.400390625,17187.09765625,19699.572265625,0,0,0,692
26,6227.3671875,12,1,0,1,0,17633.400390625,17416.2578125,23643.625,0,0,0,693
55,4262.671875,16,0,0,1,0,17633.400390625,17903.2265625,22165.8984375,0,0,0,694
22,-3125.9609375,12,0,1,1,0,17633.400390625,17903.2265625,14777.265625,0,0,0,695
33,-2091.552734375,12,0,0,1,0,17633.400390625,17903.2265625,15811.673828125,0,0,0,696
34,-9036.8671875,14,0,1,1,0,17633.400390625,17903.2265625,8866.359375,0,0,0,697
24,1508.986328125,12,0,0,1,0,17633.400390625,18440.322265625,19949.30859375,0,0,0,698
24,13759.935546875,12,0,0,1,0,17633.400390625,18750.048828125,32509.984375,0,0,0,699
26,-326.8046875,12,1,0,1,0,17633.400390625,18798.38671875,18471.58203125,0,0,0,700
45,1150.921875,12,0,0,1,0,17633.400390625,18798.38671875,19949.30859375,0,0,0,701
22,3950.076171875,12,0,0,1,0,17633.400390625,19693.548828125,23643.625,0,0,0,702
55,-17624.73168945312,14,0,0,1,0,17633.400390625,19693.548828125,2068.81713867188,0,0,0,703
24,-8167.2822265625,12,0,0,1,0,17633.400390625,19693.548828125,11526.2666015625,0,0,0,704
23,-17113.3515625,12,0,0,1,0,17633.400390625,21546.53125,4433.1796875,0,0,0,705
24,-2898.6171875,13,1,0,0,0,17633.400390625,25064.515625,22165.8984375,0,0,0,706
31,-1420.890625,13,0,0,1,0,17633.400390625,25064.515625,23643.625,0,0,0,707
43,1221.96484375,12,0,0,1,0,17633.400390625,26854.83984375,28076.8046875,0,0,0,708
43,1221.96484375,12,0,0,1,0,17633.400390625,26854.83984375,28076.8046875,0,0,0,709
23,-2027.896484375,12,1,0,1,0,17672.587890625,14322.5810546875,12294.6845703125,0,0,0,710
22,8155.9140625,12,0,0,1,0,17703.935546875,12532.2578125,20688.171875,0,0,0,711
30,1844.31640625,12,1,0,1,0,17760.75390625,17366.12890625,19210.4453125,0,0,0,712
28,11227.3115234375,12,0,0,0,0,17829.328125,5012.9033203125,16240.21484375,0,0,0,713
28,9588.171875,12,0,0,1,0,17829.328125,11100.0,20688.171875,0,0,0,714
21,13653.2548828125,12,0,0,0,0,17829.328125,12945.8232421875,26599.078125,0,0,0,715
28,7055.8037109375,13,0,0,1,0,17876.349609375,15396.7744140625,22452.578125,0,0,0,716
25,-4347.9267578125,14,0,0,1,0,17939.046875,14322.5810546875,9974.654296875,0,0,0,717
54,4845.23828125,12,0,0,1,0,18025.255859375,18798.38671875,23643.625,0,0,0,718
26,1111.13671875,16,0,0,1,0,18025.255859375,19872.580078125,20983.716796875,0,0,0,719
26,4802.611328125,16,0,0,1,0,18025.255859375,23274.193359375,28076.8046875,0,0,0,720
49,-170.5078125,13,0,0,1,0,18221.181640625,17903.2265625,17732.71875,0,0,0,721
21,744.546875,13,1,0,0,0,18221.181640625,21125.806640625,21870.353515625,0,0,0,722
26,-3907.44921875,16,0,0,1,0,18221.181640625,22379.03125,18471.58203125,0,0,0,723
30,-3256.681640625,12,1,0,1,0,18338.736328125,25422.580078125,22165.8984375,0,0,0,724
21,18386.328125,13,0,0,1,0,18417.107421875,8951.61328125,27337.94140625,0,0,0,725
33,7797.8486328125,12,0,0,1,0,18417.107421875,12890.3232421875,20688.171875,0,0,0,726
33,6276.0751953125,12,0,0,1,0,18417.107421875,14412.0966796875,20688.171875,0,0,0,727
40,-255.759765625,12,0,0,1,0,18417.107421875,17545.16015625,17289.400390625,0,0,0,728
27,7061.828125,16,0,0,1,0,18417.107421875,18798.38671875,25860.21484375,0,0,0,729
21,8531.029296875,12,0,0,1,0,18417.107421875,19693.548828125,28224.578125,0,0,0,730
31,1440.0732421875,12,0,0,1,0,18593.44140625,14814.9189453125,16254.9921875,0,0,0,731
27,13299.5390625,14,1,0,1,0,18613.03515625,0.0,13299.5390625,0,1,0,732
47,25439.6318359375,17,0,0,1,0,18613.03515625,10025.8056640625,35465.4375,0,0,0,733
32,1619.8154296875,12,1,0,1,0,18613.03515625,16112.9033203125,17732.71875,0,0,0,734
28,2941.244140625,12,1,0,0,0,18613.03515625,17008.064453125,19949.30859375,0,0,0,735
35,2730.953125,14,0,0,1,0,18613.03515625,19693.548828125,22424.501953125,0,0,0,736
26,8383.255859375,14,0,0,1,0,18613.03515625,19693.548828125,28076.8046875,0,0,0,737
37,1568.6640625,12,0,0,1,0,18613.03515625,21483.87109375,23052.53515625,0,0,0,738
23,9679.111328125,12,0,0,0,0,18613.03515625,23274.193359375,32953.3046875,0,0,0,739
44,-4421.8125,12,1,0,1,0,18613.03515625,23632.2578125,19210.4453125,0,0,0,740
44,-4421.8125,12,1,0,1,0,18613.03515625,23632.2578125,19210.4453125,0,0,0,741
36,8627.6484375,12,1,0,1,0,18613.03515625,25064.515625,33692.1640625,0,0,0,742
26,6712.2890625,12,0,0,1,0,18677.689453125,18261.2890625,24973.578125,0,0,0,743
23,6413.90234375,14,0,0,1,0,18722.75390625,21662.90234375,28076.8046875,0,0,0,744
32,12455.5302734375,13,1,0,1,0,18808.9609375,14143.5478515625,26599.078125,0,0,0,745
33,1473.435546875,12,0,0,0,0,18808.9609375,16028.7578125,17502.193359375,0,0,0,746
37,16397.0810546875,12,1,0,1,0,18808.9609375,16112.9033203125,32509.984375,0,0,0,747
27,2318.892578125,12,0,0,1,0,18808.9609375,17187.09765625,19505.990234375,0,0,0,748
43,8252.533203125,12,0,0,1,0,18808.9609375,17903.2265625,26155.759765625,0,0,0,749
27,568.35546875,16,0,0,1,0,18808.9609375,17903.2265625,18471.58203125,0,0,0,750
24,420.583984375,12,0,0,1,0,18808.9609375,17903.2265625,18323.810546875,0,0,0,751
24,4254.1484375,12,0,0,1,0,18808.9609375,18798.38671875,23052.53515625,0,0,0,752
34,-17874.80859375,12,1,0,0,0,18848.146484375,30435.484375,12560.67578125,0,0,0,753
42,2202.380859375,12,0,0,1,0,18879.494140625,17008.064453125,19210.4453125,0,0,0,754
24,-3552.2275390625,13,1,0,1,0,18881.453125,16112.9033203125,12560.67578125,0,0,0,755
27,10170.7373046875,12,0,0,1,0,18924.55859375,11995.1611328125,22165.8984375,0,0,0,756
23,-127.8798828125,12,1,0,1,0,19004.888671875,13427.4189453125,13299.5390625,0,0,0,757
26,10486.1748046875,16,0,0,1,0,19004.888671875,16112.9033203125,26599.078125,0,0,0,758
27,-483.103515625,12,1,0,1,0,19004.888671875,19693.548828125,19210.4453125,0,0,0,759
37,-99.462890625,12,1,0,1,0,19004.888671875,25959.677734375,25860.21484375,0,0,0,760
37,-3899.208984375,12,0,0,1,0,19016.64453125,20893.064453125,16993.85546875,0,0,0,761
26,13299.5390625,12,0,1,1,0,19055.828125,0.0,13299.5390625,0,1,0,762
23,-3689.7421875,12,0,0,1,0,19096.974609375,20683.59765625,16993.85546875,0,0,0,763
26,3790.9375,13,0,0,1,0,19200.814453125,14680.64453125,18471.58203125,0,0,0,764
