black,hispanic,married,education,treat,age,re74,re75,re78
0,0,1,11,1,35,39663.47970134587,37718.6001930052,51987.70305107917
1,0,1,12,1,42,5031.735378692503,4776.3576388925685,19221.757774901464
1,0,1,6,0,45,14939.640025940818,9144.400756787272,11746.270618263377
0,0,0,14,0,22,16814.746717285674,23529.132365014735,20297.288182788445
1,0,0,15,1,17,10805.49514593402,8900.295376276325,16293.925145666914
0,0,1,8,1,50,43288.99177452438,37506.45607871283,48433.17194660475
0,0,0,9,0,44,0.0,0.0,0.0
0,0,1,10,1,46,23833.036129218923,8066.585008114675,4787.253249450501
0,0,1,15,0,48,39340.600885391665,31009.48494043576,48235.493647370924
0,0,1,12,0,39,34733.182533260944,30820.83367220837,27537.712557020866
0,0,1,12,0,47,17282.36623981001,25395.239358670056,14420.153464835961
0,0,1,6,0,24,0.0,0.0,0.0
0,0,0,7,0,50,24819.1196612095,28656.158665653405,19738.0769238792
1,0,1,11,0,35,3061.2240346735343,8393.403561331696,7234.870449374652
0,0,1,15,0,32,0.0,0.0,0.0
0,0,1,10,0,36,32923.87718545624,37886.13078156258,40778.32695959063
0,0,1,13,1,42,51683.03014722574,62843.215900936826,73170.4582890905
0,0,0,11,1,17,13017.688214336402,23471.11837987302,10328.963163220931
0,0,1,16,0,24,9052.046743601026,0.0,17862.957119145372
1,0,1,8,1,39,11001.854888893058,8306.150087790986,26016.46832329865
0,0,1,11,0,34,33178.87621843922,29737.14753486839,26524.83114880148
1,0,1,11,1,27,10275.144899253235,892.8599395369474,8730.838952267582
0,0,1,12,1,31,15667.003782362928,12992.492965889967,19232.23620212079
0,0,1,13,0,34,16776.287268115353,32262.30922048742,24606.94816217457
0,0,1,9,0,20,10458.554941759601,0.0,16109.692819168706
0,0,1,11,0,38,1975.1373391445268,2925.878929667906,3877.5005525726883
0,0,1,11,0,30,9252.469615161257,13470.335995302941,19777.256992478215
0,0,0,16,1,32,35521.223515405254,39557.81065596088,50323.46896028747
0,0,1,17,0,35,18465.83794827923,15265.53896659956,12141.304429780877
1,0,1,8,1,22,20992.68302409791,22407.61237778679,32404.875616264846
0,0,1,16,0,29,21764.725124910798,24411.999121524692,12036.69636849072
0,0,1,14,0,29,1745.4964677743628,14463.778034065757,9194.321021408261
0,0,1,17,1,30,8582.556505009787,8939.259187387723,27794.27366738458
0,0,0,11,0,24,25806.992517240367,23160.665308453586,17540.04269556345
0,0,1,16,1,39,14221.177660209392,18303.20736257813,9494.615284527088
1,0,0,15,1,32,10972.172441975803,8163.113214062568,21003.929910551713
0,0,0,15,0,39,32694.7544320358,27861.130359961462,33805.64826190486
0,0,1,13,1,39,27859.38485229113,26367.418673617103,24167.89377455283
0,0,1,16,0,28,22711.793338046333,17405.74501780727,30602.82718492708
0,0,1,15,1,37,7897.546171379934,9765.483578052628,20430.06433022651
0,0,1,15,0,36,22195.12895390893,32109.83557930332,29371.978554670382
1,0,1,11,1,21,14997.59705033113,19668.76797507949,22376.023772464418
1,0,1,8,1,46,26302.50087687187,23663.662983317172,38747.25189563742
1,0,1,9,1,31,30567.963136156584,24410.245504861996,29681.606843771682
0,0,1,12,1,41,22920.13649233522,36788.97425902426,24976.157870514457
0,0,1,15,1,21,1127.4811256556568,5921.124591439922,30558.73735821635
0,0,1,11,0,30,4967.863637245489,3740.534864449208,5200.449648760561
0,0,1,17,0,33,33642.69874520023,26694.238433318376,42030.61623795979
1,0,1,16,0,38,27474.91211879313,16537.415059737614,26409.150549689257
0,0,1,13,0,32,24386.147825388223,38670.893875205715,36587.95712130852
1,0,1,9,0,43,11096.987878218228,9587.255143968134,22873.14955416538
0,0,1,6,0,41,16658.765437781603,22994.448919482566,3124.840742865228
1,0,1,7,0,47,10777.552670191944,7449.5244426544705,23951.469977490542
0,0,1,10,1,39,0.0,2432.8105879141076,13662.562701189176
1,0,0,12,0,47,19335.287518118188,20512.36685142724,43279.08226302879
0,0,1,11,0,33,11666.103018818187,15964.396332362765,28443.283342960567
0,1,1,16,1,21,22807.02193855563,15723.895541555981,46684.90843843847
0,0,0,11,0,45,20487.123231979884,11652.340185701496,19120.98307772465
1,0,1,9,1,39,3100.597510927013,0.0,19004.969327392184
0,0,1,16,0,40,21247.174543123347,24164.943026731795,20978.904948208223
1,0,0,7,1,60,3893.9460694631616,0.0,13027.498660338058
0,0,1,14,1,26,49161.17137298755,36194.3294144074,40479.777762104706
1,0,0,8,1,23,18966.818953756774,26126.6782811402,26952.27491026584
0,0,1,12,1,32,48459.869975170775,65789.28917381115,45563.16137972964
1,0,1,8,0,50,15770.562412866524,21277.224563796695,28309.801879019695
0,0,1,16,1,28,49567.78973478942,51807.81105222026,44679.079883190985
0,0,0,10,0,16,10763.226282652658,9454.049386237804,0.0
0,1,1,17,0,38,27657.104372522663,25466.651352528832,44189.08260737518
0,0,1,15,1,29,16941.90204069351,9914.150203266396,18506.35118673981
0,0,0,7,0,34,3576.3085111998407,2546.038218192738,0.0
0,0,0,15,0,20,19500.26145940185,25964.55093373644,19294.529675813228
0,0,1,15,1,32,17665.0855397004,21244.801903801945,33314.020517750316
0,0,1,11,0,38,18690.44060981639,8982.150046585199,0.0
0,0,1,11,0,45,23028.569062006856,23899.451643386565,25500.53628983717
0,0,1,13,1,41,12162.63155006964,9898.895967105538,30349.83725528548
0,0,1,11,0,49,20341.833580053542,11312.181753972935,17206.650990160426
0,0,1,12,1,26,4242.950760269257,0.0,17301.608459192135
1,0,1,10,1,26,0.0,8005.72718506136,13483.934697975783
1,0,1,11,1,23,0.0,0.0,9194.449159344389
0,0,1,15,1,37,22940.401955302874,9214.07839864455,17124.136494930208
1,0,1,10,1,44,10293.189557394984,723.8963148347393,15336.753737207393
0,0,1,15,1,39,32169.186102654596,41496.454959768365,63330.223877280165
1,0,1,16,1,22,16330.594779496101,9670.116521950837,14932.217641122677
0,0,1,14,0,35,28585.871643431954,13383.521439468579,18500.690093173806
0,0,0,10,0,36,18798.294703049705,22953.90842442817,22323.536416619063
1,0,1,9,0,45,11354.501684681933,19960.0823229207,11425.306850319776
1,0,1,12,1,31,0.0,8353.907724869841,27943.49305807908
0,0,1,8,0,52,20613.684747374158,22971.987971380146,31804.338143431043
0,0,1,14,1,26,8864.62597675951,9967.586280615149,10980.17267872169
0,0,1,15,1,53,40790.73581407279,39178.497547376646,49990.35151978159
1,0,0,8,0,33,5735.43152577434,4626.475388785559,10306.286043794553
1,0,1,12,1,53,18005.204414032945,22023.974778323045,23392.47969848703
0,0,1,19,1,25,22321.16575469451,35966.43021382957,63896.43455141418
1,0,1,17,1,30,9276.036338438917,0.0,4922.6749646016515
0,0,1,12,0,43,13345.214669458139,12148.046784183196,14050.045388455295
0,0,1,15,1,56,39998.54810759748,29830.765044977747,28384.580573409537
1,0,0,11,1,16,5991.170680503043,339.9797140719329,5380.043081969593
1,0,1,10,0,46,21645.75733146155,24734.623019901206,34813.4038460053
0,0,1,8,0,39,26811.56751237641,23590.83328310658,13464.088226505855
0,0,1,16,0,38,45459.0436308146,33952.36924488302,29622.83460624932
0,0,1,13,1,20,10369.833745230077,4558.718795196484,15931.550152072243
0,0,1,14,0,54,47733.4403675735,45198.807478914554,27098.83484482802
0,1,1,12,1,26,15005.775704076132,5247.985363976921,27405.39774308247
1,0,1,19,1,27,28065.693979888496,32195.117842259195,25156.254131429923
0,0,0,19,0,21,24632.176211547954,27258.746635450865,23913.73332863083
1,0,1,16,1,45,28521.627728041713,25719.284072646253,22161.240298718498
0,0,1,10,0,44,15239.3569060148,7184.0845961919495,991.0717423045353
0,0,1,9,0,42,20393.040125999352,33614.074074406635,19014.91862297628
0,0,1,19,0,26,27341.190704742105,46119.49561199521,49502.6785358031
0,0,0,8,0,25,17638.159348687375,12639.351195075085,21394.7498805194
0,0,1,10,0,43,14582.602939436027,20931.32383338619,39609.30278318276
0,0,1,13,0,38,33718.25099681948,14639.51115070067,34231.76692998948
1,0,1,11,0,35,501.591466899461,0.0,0.0
0,0,1,15,0,21,2016.2613224594752,14455.223238709194,24969.808728844757
0,0,1,15,0,37,23610.40606105571,24163.248381816484,28554.703535592154
0,0,1,11,1,42,6524.937807234899,16279.407769848405,26021.114695559798
1,0,1,10,1,50,18640.710720074563,22243.03880092755,24852.724613191564
0,0,0,15,1,24,27125.488976311597,30856.111928570288,46672.63409141138
1,0,1,8,1,43,15463.230763789683,22140.984583039128,10493.662215433946
1,0,1,7,1,47,22069.682388342393,18401.769949756344,20046.168913306497
0,0,1,12,0,42,3785.287029554187,11146.728955078628,10038.163879545073
0,0,1,14,0,37,23320.26376615733,18197.738349315314,6757.3757446606505
1,0,1,9,1,36,10461.24084452897,14608.912046851048,22258.545830949748
1,0,1,12,1,52,33725.28282816839,28457.1649878645,25016.095485671864
0,0,1,13,0,30,48882.33675304826,36987.159479739785,51604.76290670084
0,0,1,12,0,30,0.0,1539.2654041348687,0.0
0,0,0,14,1,18,11469.800280443633,34917.69297257137,35232.866861691924
0,0,1,14,1,23,16602.256969806476,3732.9853797396863,22221.728009262046
0,0,1,15,0,40,24189.969318038733,25739.72896761464,40977.38921797924
0,0,1,12,1,35,9505.442125942522,0.0,18547.467685468564
0,0,1,13,1,26,32201.126336260117,26969.94173433393,45600.70096755898
1,0,0,8,0,32,5862.058940160272,12163.175661202484,19731.466110947662
0,0,1,12,0,53,2990.3554958246896,6953.465854419339,0.0
0,0,1,11,0,19,4686.5012776083095,12066.091643507585,10148.498479782002
0,0,1,14,1,42,42317.93898653073,31608.406506482635,25316.734445643207
0,0,1,17,1,43,20568.173767291915,24490.752790491635,34650.6523425875
1,0,1,10,1,47,24748.35711550642,15898.895005447843,23056.556402296374
0,0,1,10,0,43,1156.1856854321813,0.0,0.0
0,0,1,11,1,27,36761.67468555265,28808.35173636789,26258.756899877022
0,0,1,11,0,32,30857.00833340582,34298.2946529231,38463.02076809809
0,0,1,14,0,48,43347.735184120946,45503.05665116833,45508.95671520803
0,0,0,17,0,28,31589.084425756402,42532.82779112966,37694.72638817014
1,0,0,12,1,30,32326.320171144544,24238.911484207405,22863.95122784914
1,0,0,12,1,44,11080.181853639795,14699.792768797253,23052.836166266687
0,0,1,14,0,38,25564.9029457434,26865.70112503426,36592.34854565748
1,0,1,9,0,37,18178.581403478594,24891.342175880716,16312.252436848068
0,0,1,15,1,35,31626.596026688625,34643.043188661,53100.05962977694
0,0,1,17,1,37,17554.13686708855,17834.418433839062,14895.019437519357
0,0,1,12,0,37,16265.742805343034,22863.363680719434,6666.636183328243
1,0,1,9,0,55,34686.89578969957,36598.40602511692,33822.72232666758
0,0,1,17,1,31,23379.898223910524,14688.746558476527,42166.63057577159
1,0,1,9,1,59,25021.754197270995,24208.10019712359,33462.81789793724
0,0,1,14,0,55,38648.36016777217,31387.374174398275,39058.72276243147
0,0,1,16,1,40,23555.167809748473,27619.793712679417,54748.391579059746
0,0,1,14,0,47,31070.899401954597,26235.74638288374,36021.6235180355
0,0,0,13,0,39,22226.740494428966,16820.06240127641,9574.071675845176
0,0,1,14,1,40,19838.230770910686,33050.968956045566,38908.86061077615
1,0,1,8,0,47,16899.760804869093,10152.60571060731,23583.65871679352
0,0,1,10,0,35,9322.436916773215,535.3956405609388,0.0
0,0,1,13,0,34,24579.4854779923,32109.640909894595,23827.195709079548
0,0,1,8,0,25,10389.717483094315,11521.761339035787,6710.1790301751425
0,0,0,12,1,20,21510.743973837325,19725.584297846042,18442.067992250442
0,0,0,15,0,31,14532.94622263208,26680.129270340873,16469.11781690606
1,0,1,4,0,50,4957.199228464675,1209.8705646526032,0.0
0,0,1,12,1,38,25607.842511338888,25674.222170314682,29739.43125398485
0,0,1,13,0,34,27915.754005200488,10104.206447447155,33716.39789256848
1,0,1,8,1,39,21515.039632309086,14775.565897486613,20888.244515328486
0,0,1,9,0,35,33002.52266915128,12303.147407456468,15987.357223883448
0,0,0,14,0,17,25721.946256965693,29097.80016064699,38365.07466954835
1,0,0,17,1,20,25915.52998489279,20528.72545299506,34269.495396404986
0,0,1,13,0,31,4891.621010281748,15388.571058322526,8605.577932179844
1,0,1,7,1,51,26734.48064078771,22807.328631477754,36066.99879534465
0,0,1,14,0,30,26514.790391708768,19529.29932581024,33250.04721141443
0,0,1,10,0,42,20364.2567040509,11381.911060108721,18567.6106830805
0,0,1,14,0,29,11466.21932128636,0.0,4697.956679986957
0,0,1,11,1,33,8064.256213110464,16297.841462428165,13676.542704203373
0,0,1,11,0,32,18393.321094689843,23617.13615155134,26309.82824207618
0,0,0,10,1,44,5437.700282225545,11576.274697024262,47005.28994978188
0,0,1,13,0,29,24128.189699093033,17814.83565040251,26412.335170513223
0,0,1,12,1,44,35337.11636913753,35947.214985593295,22375.605318164435
0,0,1,9,0,29,8288.976339720879,15597.482602663347,27227.24178822222
0,0,1,14,1,34,0.0,5157.4349182101505,22402.546298511166
0,0,1,12,0,33,0.0,0.0,0.0
1,0,0,9,0,40,8504.949892429138,8832.649786212198,30635.9728413693
1,0,0,13,1,25,24101.948174430756,20544.78749345318,37238.80878972438
1,0,1,11,0,39,19094.271919287236,17614.501069193007,28500.301516838772
0,0,1,10,0,38,0.0,0.0,0.0
0,0,1,15,0,30,17093.089387325315,30277.51665255198,40748.44996995419
1,0,1,10,1,39,21774.677825605395,20626.890596475278,31980.343233513777
0,1,1,16,1,42,26175.70705986483,20311.761989839215,35958.13006136982
0,0,0,14,0,21,56448.77481432517,53771.605841011515,34137.329217488514
1,0,1,12,1,31,11912.280145597371,8438.293699979326,31687.944746434918
0,0,1,10,0,32,16949.193656056905,14419.111744941147,4214.665831258735
0,0,1,11,1,32,15067.203284076353,25967.332070994096,13034.953694167223
0,0,1,15,1,33,8641.503099729649,9642.099198533942,4101.488948104252
0,0,1,18,1,48,16578.252002287365,14727.17831676998,28378.916870041372
0,0,1,12,1,26,30314.34352309943,14023.906010101178,22281.7655191956
0,0,1,9,0,38,28732.804304840585,35413.392119255026,49143.26599551656
0,0,1,11,0,38,1647.2378300562305,7614.127705629935,21477.703823061784
1,0,0,12,1,21,4685.7491021634505,9703.076175784696,4951.536925681672
1,0,1,12,0,26,14851.187487235875,11478.997694787688,34627.05786036814
0,0,1,11,0,23,79.6158189777525,0.0,0.0
1,0,0,8,0,26,0.0,0.0,2179.607349941305
0,0,0,12,0,31,4197.482274351842,16410.40113943045,20437.15370974978
0,0,1,14,1,46,31375.227206228246,29273.550725351386,26993.566908144887
1,0,1,15,1,29,9859.719834651463,6135.1222746512785,12141.870300348326
0,0,1,14,1,32,0.0,0.0,10397.371611620043
0,0,1,15,1,31,0.0,12324.322074497575,27089.910828716012
0,0,1,12,0,37,35441.16933469616,31079.525037735046,39243.904368821786
0,0,1,13,0,37,2673.676794369614,5105.648303153372,32355.435277828714
0,0,1,12,1,53,39347.85869218253,41495.76057362861,35585.00504529084
0,0,1,11,1,43,24825.03429560076,20354.18046348602,18762.69981785964
1,0,1,9,0,29,21119.003784333283,31736.71845998397,31869.83860608475
1,0,1,6,0,32,8479.652234785786,5297.582285728555,4788.888537600886
0,0,1,9,0,30,21775.172469810943,20377.689698324008,12326.395408341505
1,0,1,9,0,34,18699.68704120937,13287.099823351578,31301.167910530174
1,0,1,13,1,36,19186.430868949697,9220.42958488649,26257.220334844547
0,0,1,14,1,44,15509.944866958067,11512.79282064877,37036.399014650444
0,0,1,14,0,31,22545.623134395028,23083.396866206596,26251.22836391712
1,0,1,15,1,21,24622.818913221996,28477.878073441967,13580.802245033035
0,0,1,10,0,31,37220.95160243865,36891.311501570206,22763.05954064391
1,0,0,8,1,50,16644.07758832067,18237.05604255545,29003.463353555228
0,0,1,7,0,45,6265.497851895083,8582.37302491452,0.0
0,0,1,15,0,37,32547.837387691634,22670.028599564794,11171.195663159417
0,0,0,16,0,18,33622.32358991366,38932.63581138279,31862.197036529342
0,0,0,10,0,24,26272.09950811372,21368.29343712861,19606.00658933717
0,0,1,17,0,29,55918.899621490746,54866.05047435742,56080.58672798831
1,0,1,12,0,44,18985.318178573325,17332.22296055134,26499.67151704555
0,0,1,16,0,37,38968.973480005545,52435.53627921785,71600.6776977292
0,0,1,9,0,36,33495.52736854953,40246.70770478616,45948.18551725476
0,0,1,15,1,52,40834.73794531895,57302.555768910526,36320.94417492255
1,0,1,7,1,45,12032.113297385848,13043.473827142618,4888.7686827148445
1,0,0,10,0,26,9923.164481764608,15470.600459165196,30853.02659417771
0,0,1,11,1,56,31343.903020808983,49815.50660964759,49270.67647745022
1,0,1,7,1,38,11149.10289854584,11436.23356273874,15626.845347414928
0,0,1,15,0,23,17261.72432260695,16699.807912162716,13660.754295826298
0,0,1,10,1,40,41805.66061854997,28603.905467582583,33536.858461450815
0,0,1,15,1,20,37161.417147843764,50484.381888798554,48286.99049981341
0,0,1,17,1,50,43774.49291924262,28615.766597077065,48882.22615283696
0,0,1,14,1,18,37749.017841613735,32337.076217186113,35239.39107754831
1,0,1,10,1,25,9156.619820015607,6550.6018209091035,9404.706622479938
0,0,1,11,0,43,24882.24597485099,26402.548197319316,46209.72814901093
0,0,1,11,0,40,22855.134010379337,22080.15560912452,20156.24856161278
0,0,1,12,0,54,20239.436881525267,18500.192127976785,42865.85733798651
0,0,1,11,0,39,19096.492644163372,30289.94661243505,43230.336298448274
0,0,1,18,1,24,5790.079931302227,9173.666950420518,5525.236418540479
0,0,1,10,0,44,0.0,0.0,0.0
1,0,1,12,1,43,22652.693636025786,17173.870613179464,27798.474539675797
0,0,1,11,0,62,13720.02362359143,12777.341576884379,52.86360240472277
0,0,1,11,0,37,18791.58741371505,17161.24614528136,22788.003673527684
1,0,1,12,1,46,22879.7992152645,19294.216752393044,36918.53812587287
0,0,1,13,0,45,40961.03564517608,31085.93494505481,27727.879947084864
0,0,1,10,1,24,21160.00509893597,25513.553188564136,25133.22966373531
1,0,0,12,0,26,18808.790370302893,15792.540223797097,41200.69729285306
0,0,1,8,0,51,22800.668160113135,19227.783262644916,159.28945910935
0,0,1,11,0,37,27671.66525644841,32054.61658434178,35031.62706754788
0,0,1,11,1,30,7954.579750597228,8104.601817791105,24260.397743489415
1,0,1,10,1,27,3706.620530215974,0.0,8196.890651325242
0,0,1,16,0,44,45105.56442443029,46236.99798491051,28331.04959034564
0,0,1,11,1,23,7451.359482569151,10077.87459146304,28653.369797194107
0,0,1,7,0,23,15576.050771037539,4465.686628615273,9590.829650083888
0,0,1,11,0,30,28081.925949100518,20402.467159521388,23834.561021587957
0,0,1,10,0,37,17059.558114428084,16768.049258224986,27676.947809864207
0,0,1,14,0,25,13005.115421643011,3246.5020457018327,14487.907232524414
1,0,1,9,1,28,9185.901649638829,2120.839145127071,12523.249571916536
0,0,1,16,1,36,19171.163567759442,25750.04925493657,44604.88049374147
0,0,1,8,0,31,7516.872039390395,2298.9054756229307,20407.632624573307
0,0,1,10,0,30,19874.490427431072,13172.54020545542,6194.325587963285
0,0,1,11,0,53,40626.15452852669,37973.90747899543,37577.80976720101
1,0,1,10,1,37,16199.325067367314,19165.797014367483,19342.526745138894
0,0,1,9,0,40,8484.389937551068,14955.842250712669,11692.111543404173
0,0,1,11,0,25,15625.085894649228,10902.671739189893,11017.833411988757
0,0,1,17,1,26,49953.36745865988,45921.37527520128,79679.7608889097
1,0,1,14,0,39,28198.408627985933,30641.754426295705,34170.00876666821
0,0,1,11,0,23,23614.97750150275,12070.725765175563,25449.181407796266
1,0,1,12,1,30,25748.44621171787,21589.638552681292,11683.66198958553
1,0,0,10,0,43,28997.904781335943,26602.632621023033,34544.3686758064
0,0,1,12,1,18,32589.817479461977,27054.04766307781,43002.40111890144
0,0,1,12,1,36,34444.417685931716,35950.53381688178,30961.217321188036
0,0,1,14,1,30,27393.36474118884,3478.2793828180584,35177.545790301534
0,0,1,19,0,36,31539.75121595042,32078.688919493427,48394.62527943749
1,0,1,11,0,26,24903.290485476864,24250.389576204943,13375.235767581931
1,0,1,15,1,31,7388.635742954148,13990.700495795685,5110.348094631816
0,0,1,12,1,33,18223.207357932682,35545.500299176114,32781.39056264288
1,0,0,8,1,19,8021.5664985127305,3438.76986099064,7851.910494606547
0,0,1,13,1,35,42147.61778956348,26194.266928785313,38004.18789097617
1,0,1,6,1,22,8062.329304818772,13848.770659598165,19892.3369660939
1,0,1,13,1,19,16732.23523518419,8761.469360318963,12353.05933492306
1,0,1,5,0,45,5151.403198661588,3402.085959706108,0.0
0,0,1,12,1,56,49496.4282687033,51837.14545682179,42699.14905649752
0,0,1,13,0,49,37398.40044250646,26402.245498922144,16213.920416621757
0,0,1,14,0,38,5880.301339943204,6695.00419979716,2029.9979356257245
0,0,1,14,1,37,27320.56025910264,27477.485993476548,30933.162975955256
0,0,1,14,1,47,52612.17479744583,52969.74519797438,47687.70799279257
0,0,1,10,0,33,9307.437544143972,13093.469317066527,14382.827514060693
0,1,0,12,1,21,14651.235637116853,21230.884447636337,23211.595647859576
0,0,1,15,0,58,42971.64677268524,48307.2195387618,22844.351683363217
0,0,1,15,1,42,4415.583703397333,19000.617372122888,49092.96648580715
1,0,1,4,1,58,15150.16915899001,9654.799290639497,13476.712770690221
1,0,1,12,1,40,26287.05297081758,16104.93396882232,22821.330387701564
0,0,1,13,0,36,30311.56967059119,34031.818501418966,33672.763799606284
0,0,1,12,1,35,20196.9685299953,23011.22245898967,23271.152325132407
0,0,1,8,0,56,27947.75937396529,17364.569483225467,21815.249201380204
1,0,1,10,0,31,8833.717174479763,14834.643823798262,1019.6293190078468
0,0,1,16,1,29,11794.892766959207,18719.212882555603,40081.54561027165
1,0,1,20,1,24,9295.166292697359,6742.948723251515,27489.654157059587
0,0,1,12,1,43,47991.98390688475,48831.28675035079,51682.427560095675
0,0,1,11,1,42,0.0,0.0,12314.413728880205
0,0,0,16,0,41,30179.967641220166,46632.193332738505,50083.123060652084
0,0,1,15,0,47,23620.344345841364,17875.863295338662,33532.0673775528
1,0,1,9,1,39,15516.301015497922,19168.302936244447,26813.390731411957
0,0,1,11,0,33,17785.46175306246,14715.121214206392,8941.71464162481
0,0,0,12,1,22,7686.86214112985,7400.001490146915,5288.205597837044
1,0,1,13,1,48,13815.381113873433,12837.764198758365,9896.198095655094
1,0,1,15,1,35,14433.560972525396,20625.78929934252,22838.085790711557
1,0,1,7,1,32,19691.80117499647,8923.487647145113,23145.983334223485
0,0,1,18,0,37,19649.07807260887,17351.28848053539,36328.99372710616
1,0,1,12,1,35,18609.53444058664,16397.65591819142,13951.699832796141
0,0,1,11,1,32,8091.057342676473,6361.094156947478,5260.515645998061
0,0,1,12,1,38,2385.3409235312356,0.0,5289.201616482868
0,0,0,9,1,37,18421.64680599205,22576.333754945466,27986.23948241434
0,0,1,10,0,47,25006.40907227606,21748.88340654403,3968.826151236706
0,0,1,12,1,24,0.0,3518.7333539193933,26565.913317619266
0,0,1,12,1,42,19690.31397244199,20158.458725845034,47526.63855030537
0,0,1,17,1,42,23.48535503623134,1925.6169713043382,5504.571057229309
0,1,0,11,0,28,17636.96022579691,17524.40276145062,11267.798310470396
1,0,1,10,1,34,17335.873200595655,18574.432393114257,23235.854763786614
1,0,1,14,1,45,27344.980264924445,29389.41182264649,34638.27529760665
0,0,1,14,0,36,50260.57176215251,45217.86291139864,36157.97327781013
1,0,1,11,1,51,24894.852292764466,17660.384719226582,15292.617154090625
1,0,0,11,0,24,13050.91862266981,20706.374242101032,11192.738132195544
1,0,1,10,0,24,30060.28195266772,29109.06474044032,27950.742138745212
1,0,1,10,0,20,8419.956651627639,7731.925312919794,2006.2395725185524
0,0,1,12,1,33,14788.43786729174,26922.156982320226,23802.89585478035
0,1,1,14,0,50,24401.384710172242,32201.430476378606,14893.301341492348
1,0,1,10,0,35,4241.0217710041325,0.0,0.0
1,0,1,11,0,34,12549.99341175675,13435.296031691343,23933.70117432055
0,0,1,17,0,30,18980.645156574137,11153.414096877552,24612.488338359075
1,0,1,7,0,40,9182.341576711693,2041.085714907953,5906.279922116166
1,0,1,10,1,36,19875.9338730984,13537.559607635327,27065.277142309984
1,0,1,6,0,60,15058.986230875083,10258.13900990721,0.0
0,0,1,13,1,28,18994.976361141074,16232.363350081843,22812.223553463038
0,0,1,12,1,40,17378.588093940187,12475.47695874322,27982.400811932683
1,0,1,11,1,38,9633.317307538482,12549.667168870708,16972.907919883255
1,0,1,14,1,32,25886.249933141495,21564.684334378715,55999.959424420544
0,0,1,14,1,24,15164.191979253956,9502.615833307915,23358.030894027837
1,0,1,9,1,36,18056.023154882645,6715.059576073562,38166.23279352449
1,0,1,12,1,29,23709.15706556623,23617.781305935132,30715.563911932426
0,0,1,16,1,18,14085.255031242934,28134.20245637377,44474.353341230664
0,1,1,7,1,39,16757.57585028102,16092.842605644159,19144.650495513564
0,0,1,9,0,29,40180.90951569333,39445.45355666204,29057.32899048168
0,0,1,11,1,43,24377.775938349398,40474.891342015515,24715.17982204798
0,0,1,12,1,26,16101.905410550902,20738.168062539055,19764.89659663531
0,0,1,11,0,29,12899.732872915854,5724.346083618009,5132.693935745447
1,0,1,10,0,28,11430.204695293996,9476.67207111648,5614.626199602688
0,0,0,12,0,18,0.0,0.0,0.0
1,0,0,13,1,25,13072.126166424301,16202.42828774887,30058.75013614609
0,0,1,18,0,40,32870.96511315434,45219.791572387985,38773.10872014031
1,0,1,7,1,39,0.0,6788.193309518945,5919.699858217753
0,0,1,12,0,38,0.0,0.0,15915.365978402193
0,0,1,14,0,53,25275.920042992417,15456.25875895594,27620.82286719567
1,0,1,8,1,38,13316.18792232415,16236.887771559992,27488.921231115462
0,0,1,2,0,24,2927.5811365166883,15373.403465992422,7432.9637670678985
0,0,1,18,1,33,46174.55612298851,35055.42423243352,48722.294561399896
0,0,1,9,1,32,399.04494625825464,0.0,5041.048132237213
0,0,1,9,0,58,34144.51256696669,30339.299396108898,31972.41538648543
1,0,0,12,1,19,18365.1917981957,9646.706610777204,25715.214471538933
0,1,1,11,0,46,1814.1662303975445,7934.998385821967,5250.135863193269
0,0,0,12,1,29,18080.06773884356,3534.804404963561,35930.19883611246
0,0,1,12,1,35,11244.988225689054,7724.170140917298,5339.888049131425
0,0,1,14,0,51,18464.414889468837,18912.924228741802,22824.503483014083
0,0,1,9,0,41,14243.682242962894,19207.374230031906,11144.234826706552
1,0,1,12,1,24,22872.51543120428,24909.7100270871,40542.029510358
0,0,0,14,0,36,37995.31895860941,24057.610467010345,25636.38732488038
0,0,1,11,0,31,31262.32664439358,25493.29553385497,21251.581302895982
1,0,1,14,0,27,21635.79882005653,21296.086780264257,33544.129918315615
0,0,1,13,1,27,19995.69392938834,24722.846199669013,41306.77862094392
0,1,1,7,1,59,5517.596448600783,10727.57726018392,10001.015224160843
0,0,0,13,0,16,0.0,0.0,15736.521026370436
0,0,1,10,0,35,14840.949318890502,12375.009097062295,12630.69692813655
1,0,1,12,1,37,40057.94977320796,32392.620926178777,42937.17965871781
0,0,1,14,1,41,29736.19907682293,30241.73985937442,35849.53446744743
0,0,1,16,1,22,6725.073852658636,35673.438355829865,43542.86210899002
0,0,1,14,0,41,49719.458383588484,34327.781076934196,52433.91162680225
0,1,1,14,1,41,13212.68451894892,2873.97559842545,33646.877908764116
0,0,1,18,0,37,47216.154070962715,50271.899553016876,72120.41977889845
0,0,1,13,0,42,18833.07956232788,6679.436222682461,5010.361041886943
0,0,1,12,1,28,0.0,0.0,17877.458308322377
0,0,0,20,1,21,46807.01915771229,29914.70410335989,42937.057648454545
0,0,1,12,1,51,13453.81763595267,9478.003998413682,17725.98482248938
1,0,1,11,0,42,31560.84207340594,21797.675932782324,39022.5170107591
0,0,1,13,1,52,30955.054871539054,32478.102989831248,36054.4813121443
0,0,1,17,0,46,30172.884020042264,36412.078603676055,37088.976222243495
1,0,1,6,1,55,16740.076017084342,18309.42603777135,34626.89700241534
0,0,0,7,0,34,23902.50682403296,18385.531422879143,28420.54623104496
