black,hispanic,married,education,treat,age,re74,re75,re78
1,0,1,13,1,42,33415.55568323494,26715.942866879137,25496.989970670933
1,0,1,11,0,37,1611.4107121744437,677.7059106050074,6448.3551024170265
0,0,1,11,0,47,29104.538688124943,18787.035863816694,13572.778179778199
0,0,1,11,0,29,36366.586732740085,23385.84584099226,29763.450326799197
0,0,1,16,0,55,41961.73430117575,23515.06302552106,33115.43983696053
0,0,1,10,0,46,45560.503062375705,39604.80098855287,41526.78587466371
0,0,1,12,0,52,20747.31625313082,20024.80982332232,11905.087564897032
0,0,1,8,0,48,0.0,15580.52713584089,9654.589951643864
0,0,0,14,0,16,0.0,4377.166205763482,9952.89828405396
1,0,1,11,0,51,24363.669012566887,25727.222515141657,12261.992621826903
0,0,1,9,0,46,6525.645422578782,6839.285716952161,38284.85670137457
0,0,0,14,0,17,36613.16808485557,38171.25118801466,33476.91836060361
1,0,1,10,0,41,16065.647648990504,9952.381209734616,10497.585020827704
1,0,1,5,1,41,6267.848002713832,2724.68133281239,7908.423439256799
0,0,1,17,1,24,33325.20333002499,25812.039339602044,37208.89083427136
0,0,1,10,0,52,58447.52575229759,49901.73338119437,47169.78811114018
0,0,0,16,1,16,12093.19037526446,12119.952810659133,29315.219035893882
1,0,1,9,0,45,10574.56185788496,11977.379067244117,12549.485778367774
0,0,1,11,0,48,26253.436942282493,27095.479793688,1690.5408586772282
1,0,1,10,1,35,14379.619734823998,17035.8448142686,7142.9540680953705
0,0,1,13,1,36,0.0,0.0,3597.9354908909872
0,0,1,15,1,28,25794.405995170448,31721.342127406744,40857.934892437486
0,0,1,16,1,28,30047.27168549197,24857.506083309774,27225.1939022347
0,0,1,9,0,40,0.0,0.0,0.0
0,0,1,16,0,33,24674.296319072608,16449.238649493847,33471.31583681111
0,1,0,13,0,38,30410.689933282083,29426.7279299589,15512.441846659382
1,0,1,8,1,34,10450.856276715791,9158.091289937001,5269.195621093352
0,0,1,14,0,43,43210.49764793846,28999.417981591057,22454.43796414415
1,0,1,11,0,36,22720.86112760916,24879.59078429741,24606.369702108124
0,0,1,12,1,44,29800.593483708202,39538.87340425585,46086.38878789917
0,0,0,10,0,45,0.0,2613.024932349992,0.0
0,0,1,9,1,23,16495.224808373456,18417.186589141547,35395.96337673736
0,0,1,16,1,49,44530.51175626028,46066.33416423823,33688.3736260338
1,0,1,8,0,47,6598.862352249168,6081.939450708529,15571.180690424206
1,0,0,10,0,31,25531.049543705878,26272.7596336993,26034.621496077747
1,0,1,8,0,40,24592.382645597252,18353.875936307006,23274.72128921168
0,0,1,16,1,23,13431.222831510115,15358.365736821901,18382.049376047456
1,0,0,9,1,29,19307.28461956913,20971.10955026151,24847.589392067617
0,0,1,16,1,38,49034.7108250378,39482.09188406262,63528.258918052015
1,0,1,14,0,20,19997.500054093263,11141.052958055454,16329.087682810185
0,0,1,10,0,24,6630.058774382884,3958.2868986287467,0.0
0,0,1,11,1,39,2320.4328535725836,0.0,9509.334123684122
1,0,1,11,0,33,1481.171346431538,1412.1443073575665,2757.6069538114352
0,0,1,15,1,20,30497.119052424194,33953.2339016342,43614.56408904292
0,0,1,14,1,33,23759.677582647608,18909.63957250472,37563.01759004837
1,0,0,6,0,53,13874.091325817972,0.0,6738.502696565751
1,0,1,12,1,34,11722.440827671562,10934.60440018539,24138.335939726014
0,0,0,9,0,39,2345.7350352233443,10943.590286611767,14158.641861564274
0,0,1,12,1,41,50462.06753035567,49246.09792777138,59613.840174544326
0,1,1,15,1,40,56035.06110729116,58975.45816193774,84367.76063705055
0,0,1,12,1,24,26892.069894770248,22078.776694692253,20008.4580518468
1,0,1,8,0,28,29067.40409814017,13730.243669273872,20953.533349034347
0,0,1,13,1,44,47918.13981603083,30952.939051085446,36060.87629714221
0,0,1,11,0,51,23928.409349384256,13041.92548971267,21555.273259688263
0,1,0,7,1,25,0.0,0.0,14831.454369881432
0,0,1,16,0,36,44944.24317751269,36872.944741093714,38062.10004270008
0,0,1,12,0,29,15155.511303332141,13996.209817703766,12146.426167744623
0,0,1,15,0,33,56979.632219695224,47164.12458511515,62666.98578665072
0,0,1,14,0,37,10748.83737727507,12651.391231896458,18717.966271583748
1,0,1,8,0,43,17755.38414798071,10958.968987961474,21439.965947268443
0,0,1,14,1,46,19711.56033361593,7741.429818745568,21391.636243517525
0,0,1,13,0,23,19625.64667215524,23561.706381652162,37952.51337950946
0,0,1,17,0,39,31691.484655841225,44760.10155347844,51461.79720977233
0,0,1,12,0,38,9599.123229383677,14315.967702520606,29127.888113433877
0,0,0,12,0,37,14338.022951017327,22665.645283013535,15315.087757499441
0,0,1,16,1,42,32634.353845236205,36348.26471114505,32391.284250393997
0,0,0,12,0,21,1812.4957758400742,4002.491722679577,11280.379725804245
0,0,1,11,1,46,32766.954004829975,27044.63821975469,26479.156094129543
0,0,0,12,1,22,40874.030860691535,36053.880918381794,29409.474165848114
1,0,1,7,0,34,6366.453699098427,10934.476661520286,8272.099269509057
0,1,1,13,0,33,16987.881627441886,15098.372967083127,33103.80232280578
1,0,1,11,0,31,24101.677030844654,21614.73712239178,37134.43973489145
0,0,1,13,1,30,14432.601895680451,22372.909651174683,26062.78831667103
0,0,1,12,1,30,20174.21348055666,14081.270277026797,17073.22725145862
0,0,1,17,1,30,9835.609498273974,11023.862508619135,15369.592077972451
0,0,1,11,1,28,16633.80893900369,25944.700089437025,38121.925555340706
0,0,1,11,1,19,18436.31259375476,28207.761036735137,27166.297598360456
0,0,1,13,1,43,17963.39175269225,0.0,12755.220587719268
1,0,1,12,1,34,14728.101068242504,16485.917665302117,35693.587451436666
0,0,0,16,1,35,30591.297754710282,24008.233964494164,47923.749964137234
0,0,1,19,1,28,13399.408184725806,11715.230047455534,25075.354413980822
0,0,1,12,0,26,1520.861654439279,0.0,7471.969127115639
0,0,1,15,0,35,22113.813776497984,18925.929751172025,40937.272311849694
0,1,1,7,1,54,3699.480668688171,0.0,5142.768169208245
1,0,1,6,0,48,11003.966333148379,6068.503415371609,0.0
0,0,1,12,1,35,3627.0048150814,12838.496946314728,4329.999406990938
0,0,1,14,1,40,11742.067726406363,24197.51308000869,26603.68593058241
0,0,1,15,0,21,0.0,0.0,9681.853291231362
0,0,1,17,0,43,38571.10314152652,45310.43005311322,49095.94090793436
0,0,1,13,1,31,28771.055426411163,29860.015506549556,41747.50767135485
0,0,1,11,0,35,6360.337657338758,13143.888062319718,6971.266967777854
1,0,1,5,1,40,0.0,0.0,5368.0027679442055
0,0,1,13,0,30,9765.426064459585,0.0,16766.427352610488
1,0,1,8,0,48,20427.229077667005,21467.36204218006,30324.106995265473
0,0,0,13,1,23,46332.87867861287,43027.55709503049,40142.74876997729
0,0,1,14,1,31,11653.049431533285,2635.671594275045,9084.372438980843
0,0,1,12,1,38,9128.450666780473,23281.111241816692,42820.03481549816
1,0,1,7,1,47,30748.174468769757,22066.194234473198,29141.902041854293
0,0,1,13,0,26,8088.646246003505,14709.439587700519,14021.0968444737
0,0,0,14,0,29,15657.718632912369,1782.5138668314466,18522.23166664296
0,1,1,15,0,32,10392.354581024108,0.0,30361.386686996866
1,0,1,12,1,31,15218.088902880658,17640.963476381992,23110.129249837817
0,0,0,11,0,41,35863.159068545065,35021.86546152466,55980.98700280347
0,0,1,15,0,44,36030.95725750897,22276.797435107263,34432.728852777625
0,0,0,13,1,16,4141.64255353465,5748.26646743154,5374.363929222219
0,0,0,16,1,16,34782.26535285171,18137.70835089134,22314.084746606448
0,0,1,12,1,58,6998.277985653693,20005.854315234807,23756.49438932966
0,0,1,14,0,20,0.0,9312.313245548574,34141.098127549136
0,0,1,11,1,54,24770.987436731295,28714.907224171257,13264.655123924851
1,0,1,12,0,23,9456.7722025519,8937.015896842364,3401.0514255521994
0,0,1,16,1,43,8588.713576385378,6014.784975597026,17764.757523483713
1,0,1,9,1,35,1067.4053960444016,2236.8461044991054,5706.523794778468
0,0,1,15,1,50,51818.71318421939,48493.85305175103,66001.56787021125
0,0,1,6,1,44,3501.8507476349805,3867.979282582637,4889.088961024032
0,0,1,15,1,24,47549.52090834651,55872.77671545091,60929.29829846935
1,0,1,11,1,38,22683.691565038436,24813.864512081207,14999.433626068821
0,0,1,8,1,44,27330.928505447846,14140.460953797388,38483.559524976794
0,0,1,15,0,36,7566.406078368622,3816.2737374724893,0.0
0,0,1,12,0,47,9832.526227401864,12686.059110115097,12664.451626156626
1,0,0,12,1,30,14116.620615989994,5319.500980897044,34173.11050695972
0,0,0,10,0,20,17877.28724094897,16596.558872324887,27887.95392866393
0,0,1,13,1,53,25862.334267386363,31475.12020942395,42047.448958416804
0,0,1,14,0,28,18908.119247805713,14926.086005763227,23701.67275012089
0,0,1,15,0,53,52881.21464789761,46896.18786334526,44688.903768789285
1,0,1,11,1,24,12425.038703503633,9822.463762287542,16514.781610505197
1,0,1,9,1,53,27752.516447331254,18120.59666233723,19695.723640775468
0,0,1,15,1,36,20516.649936103946,23753.80659032189,44038.79798826801
0,0,1,12,1,32,21829.684819583374,18553.393822541515,13451.865795034097
0,0,1,14,0,31,15447.330442307019,7474.145730067641,283.59471753537946
0,0,1,14,0,36,25750.721661806434,28794.204853441748,24942.57324549761
0,0,1,13,1,37,21376.632805620982,14601.94977042314,34402.709745759224
0,0,1,7,1,42,17167.608556463827,33579.878950133636,24983.618003678414
0,0,1,12,1,44,34907.445573017234,33853.752966802516,43102.26015988799
0,0,1,9,0,45,13106.94424279546,7663.7178083344315,18654.03507396193
0,0,1,9,1,21,2270.137257909413,0.0,5127.513169063246
0,0,1,16,1,35,5097.823124247656,10184.06630804529,34735.577312402806
0,0,1,11,0,43,0.0,0.0,0.0
0,0,1,13,1,31,0.0,6106.4894457545015,5274.008470761661
0,0,1,12,0,45,27323.173262003977,23795.89950216056,27198.208376639057
1,0,1,11,1,33,15028.7579886871,15535.304618557368,30319.52550348431
0,0,1,13,1,43,51248.216011562385,44687.19464466041,56101.02051421862
0,0,1,8,1,40,20636.474546325102,31761.10042776238,47764.88486841785
0,0,1,12,0,58,19570.923726973968,24025.336224374627,15269.995876453673
0,0,1,15,0,25,38858.979772385996,11832.148651942554,33802.16088629899
0,0,0,11,0,32,15634.030039273739,11868.11027040299,11035.93785257487
0,0,1,13,1,37,4321.186491174987,10737.293888649156,13470.287763579145
0,0,0,9,0,36,17810.829202518747,21729.37755121364,23452.843292766163
1,0,1,11,0,49,18886.623929144298,18263.26569585058,13521.657902895318
0,0,1,15,0,28,9360.81661576274,20900.614353534074,14802.04240763202
0,0,1,9,0,32,21732.69086220201,23291.27054497233,21634.890404596714
0,0,1,9,0,38,31355.32914386339,39479.04978626246,35590.84708041009
0,0,1,10,0,42,33271.862993821,34371.91601709744,53529.35264794565
0,0,1,13,0,33,19708.202906202154,7047.756489982337,6157.861113983072
0,1,0,7,1,36,34654.81649895501,14147.456682537335,38056.26693911287
0,0,1,13,1,24,18721.561460704124,20088.95193824266,16253.673982778098
0,0,1,10,0,27,20907.842092047955,19094.741093413304,26617.331782533132
1,0,0,14,0,25,12497.336404999354,23981.52011333189,22623.0259578643
0,0,1,14,1,43,46950.23664190015,48857.76992363142,46946.70295165344
1,0,1,11,0,32,6319.794627942187,0.0,16695.79281601428
0,0,1,12,1,29,41359.23557483293,54820.886619537865,65845.00611094764
0,0,0,13,0,21,19393.30367505901,12956.893942952032,12583.654141618466
0,0,1,13,1,45,18845.398772933193,5122.55165917562,29859.126170265965
0,0,0,16,0,39,16356.664832631337,27815.543896412208,39308.67405548775
0,0,1,13,0,36,30871.007200231412,35169.04860624438,23752.792046863586
0,0,1,10,1,50,15578.364398161797,22984.541694132567,29421.54901962594
0,0,1,12,0,36,20009.122925070766,17153.535697233332,8105.8603588431415
1,0,1,11,0,42,8474.1611453203,15186.744403508044,3212.1792172929654
1,0,1,12,1,36,20916.80390817937,25839.42815155012,33302.84582949626
0,0,1,14,1,51,27624.65052962269,30912.459150188035,36154.16563009814
0,0,0,15,1,33,35254.39918267239,39005.04523060875,42721.5276868356
0,0,1,9,0,25,39614.68349272125,24161.055609337625,35073.996693698515
0,0,1,12,0,26,18213.240219132313,15961.129259409008,5962.958078356558
1,0,1,11,0,39,20508.970580121902,12076.915926740625,35266.255353879664
0,0,1,14,0,32,13947.184131003134,20675.708116845122,23911.343980316287
0,1,1,12,1,45,43740.55196000336,34138.656181417384,47265.818703897945
0,0,1,10,0,37,4069.105489208465,1226.4547721003619,23929.12964201983
0,0,1,13,0,46,38582.20341715288,39965.46868267397,33184.92600459342
0,0,1,11,0,28,20802.834067698353,19738.974464765088,18145.27736330843
0,0,1,19,0,31,37554.15997470976,24249.85125817796,42374.720329374904
0,0,1,9,0,47,30658.455712299015,23886.401672347718,28984.133410244227
0,0,1,13,1,40,48380.56294096104,43524.52575604207,52766.23941446064
0,0,1,13,1,47,31936.09680350823,16983.051809584227,21743.506643817986
0,1,1,11,1,43,23051.07677274538,24458.502465884823,41294.329548793394
0,0,1,8,0,35,14016.008433417506,10675.7963158731,19723.499198394795
1,0,1,11,1,28,13971.084997655164,14207.671133425827,19267.983382475708
0,0,1,18,0,46,31566.5461313672,46691.03981318549,34853.691526901275
1,0,1,7,1,30,0.0,1686.0021200746596,8218.927112744832
1,0,1,8,1,38,5032.84340202334,0.0,4563.012368886425
1,0,1,13,1,32,27078.63539623496,19673.006747936684,41963.44955087751
0,0,1,14,0,37,33529.78798385898,42311.84976198601,54748.237763581565
0,0,1,10,0,44,42948.79996138424,29592.405776831878,29831.46535357417
0,0,1,13,0,35,21422.166099377202,20258.78755129469,24450.05090894531
1,0,1,11,0,22,27224.07951704332,19449.87562876254,26012.580984309898
0,0,1,17,0,43,27519.117223286466,29266.581614473253,37079.10758544189
1,0,1,13,1,21,24535.408043844953,21826.02791444249,36681.29053544886
1,0,1,8,1,28,10286.462484616926,6784.9481438368175,28540.263640006033
0,0,1,16,0,41,26335.484131482204,34507.91160145502,39976.48238961667
0,0,1,13,0,43,16197.022363778578,19080.62893965037,20572.4670922848
1,0,1,14,1,23,21578.148559681802,20966.989552990995,37183.329746572876
1,0,1,11,1,42,29846.96342058308,31277.436353615714,35292.405738128225
0,0,1,11,0,49,19145.649413481613,22557.399008221524,36781.665904965834
0,1,1,11,0,38,0.0,7520.180295349379,7850.234980397474
0,0,1,12,0,39,36989.430784356446,30274.69273705818,46481.61937412423
0,0,1,15,0,35,41007.06937817459,43222.13243561413,41344.15526999089
0,0,1,14,1,41,26113.697614835626,37628.2177759949,45512.379478183255
1,0,0,7,1,37,403.81812990870276,0.0,10750.165622812925
0,0,0,10,0,36,0.0,0.0,3999.6614596579057
0,0,0,14,1,39,33271.536176580354,29333.822736520713,38197.36836907264
1,0,1,9,0,36,21837.222562559567,16449.717080570346,21032.43858918148
0,0,1,14,1,21,10834.578378358397,27715.50066746492,44946.631207411534
1,0,1,10,0,40,20168.34583554916,26296.608449020634,30374.04552341266
0,0,1,7,0,45,23060.16584211744,10764.498787303446,4289.5325980498055
0,0,1,18,1,27,18797.60183867116,25319.73475804635,13307.85130055511
1,0,1,10,1,35,15182.196655637043,16165.818890587096,13359.537710268167
1,0,1,6,0,33,14488.756807805012,14709.08565152878,24899.82762611218
0,0,0,15,0,16,20383.21871719057,7381.012987670985,31769.851677375365
0,0,1,14,1,23,22035.1492348893,28475.670380660962,38187.48789610625
0,0,1,14,0,30,10798.274439810833,22060.772395274118,25966.490391860487
0,1,0,8,0,40,7213.058328147108,27985.665647488906,19874.90459086855
0,0,1,13,0,61,15084.874239242825,15370.89830367473,33747.41474337202
1,0,1,12,1,31,3105.5145305693095,5170.044003754536,5952.160342887161
0,0,1,11,0,23,20409.477818030235,17065.744030218644,5320.865593184186
0,0,1,18,0,45,11352.38387683695,10695.404316521573,0.0
0,1,1,14,1,29,25455.728939666773,14232.950412523716,28656.03317522298
0,0,1,14,0,33,1333.4273155289447,5500.499233111146,12807.287173424182
0,0,1,10,1,38,19598.849640944743,23794.52351810275,24163.474068314918
0,0,1,9,1,59,44323.68811331366,42789.4261985007,36041.64287938031
1,0,1,13,1,35,18407.67192548037,18054.34331775822,32921.03514376511
0,0,1,13,0,44,27758.044962621054,28212.26178641483,28116.435119213147
0,0,0,12,1,43,16045.062573985562,25581.714718946238,38493.88840056103
0,0,1,12,0,34,9113.300722536937,3820.228641836955,16078.224313252871
0,0,0,10,0,43,14842.8409656266,27465.736384258038,20478.605403369675
1,0,1,9,1,33,10089.668851142385,4621.885921493471,8190.209620829998
0,0,1,11,0,47,17741.841571091143,24562.831306111446,17055.057247595756
0,0,1,10,0,34,9059.18956056687,11422.051170623414,35476.36662193961
0,0,1,15,0,32,0.0,4148.520640366383,0.0
0,0,0,11,0,28,22633.15661491925,15778.053362764025,16384.449964629322
0,0,1,8,0,41,794.0143861774923,11065.985005189308,17658.674412466626
0,0,1,14,0,23,22546.575997041993,30403.522094758824,30650.73025780275
0,0,0,10,0,49,33464.88061041841,28398.01847058693,35485.00853574239
1,0,0,14,1,17,9165.839635301825,3796.057815221815,32093.097646793947
0,0,1,12,0,49,37122.387216336654,29824.439850329363,26221.738452525162
0,0,1,10,1,33,30584.963043171512,19362.811553633703,22895.54001129886
0,0,1,13,0,34,21843.45000542785,19087.299435030043,14920.916757571847
1,0,1,6,1,56,11938.99301844115,10108.215175497662,12238.484152830366
0,0,0,16,1,22,19803.302854440222,19338.65206614165,26786.073615841615
0,0,0,11,1,32,14655.440789514261,37678.088431021344,36880.41239480854
0,0,1,17,0,52,33364.85930957938,28350.209860901727,32973.070151773194
1,0,1,9,0,40,19101.12766153511,19196.58008506894,6416.597802215787
1,0,1,9,0,30,22321.29070938335,17432.22427454654,8934.792569275636
1,0,1,10,1,28,29590.883526378442,25573.09084903304,45558.1059269055
0,0,1,14,1,24,13611.795735793929,22337.637377813364,12338.959471453003
0,0,1,10,1,36,19625.281347581782,11110.777473064396,6437.339708318427
0,0,0,16,1,31,20250.85539866407,24484.716416513456,18670.17452925779
0,0,1,12,0,23,11452.426687106254,3957.2063477051706,28376.707105421585
0,0,1,12,0,17,6150.331609882684,4812.059297593067,36949.613437551016
0,0,1,9,0,19,8089.971633553458,7626.909742333781,7802.425903091918
1,0,1,7,0,58,5718.435480694203,3241.1908408248073,8908.63546302083
0,0,1,11,1,38,30884.18436082783,35392.91418536088,34310.87585184729
0,0,1,12,0,32,15406.29909547711,26562.234091136324,36088.41087833543
1,0,1,14,1,37,18786.03575602566,7969.41322266419,22155.42258089625
1,0,1,11,1,32,21744.193779639063,24650.026134962085,22491.583053152135
1,0,1,14,1,24,27890.363032662237,24409.894176166184,44816.476628838194
0,0,1,16,1,28,24788.991457945307,29457.685105673096,24151.438371239172
0,0,1,16,1,33,33307.033012260465,34133.29139235806,53090.63192641111
0,0,0,7,1,19,12224.149885007115,11937.166400063175,13645.740946239086
0,0,1,10,0,37,20070.37801046455,14145.124418388314,22022.29048470128
0,0,0,13,1,46,17904.455944493322,14029.173324588308,17529.260478460197
0,0,0,9,0,37,24240.920494707472,25661.871786904238,24870.833454849828
0,0,0,7,0,32,8118.478513768325,12681.199090449089,13974.441808429145
0,0,1,16,1,34,30682.58415712601,33613.190305629556,45300.01119669142
0,0,0,13,0,17,1673.4703933727578,0.0,13341.782268251336
1,0,1,13,1,35,24548.99263178032,18327.87773244844,38700.00541193414
0,0,1,13,1,48,31268.471989270878,33198.6730885777,48043.445831304394
0,0,1,16,0,40,44016.4636353948,40912.79537720584,63269.027809911066
0,0,1,14,0,37,41040.24316552696,58036.86878127776,47760.97156311349
0,0,0,8,0,49,7602.4555195854045,10528.5120628366,0.0
0,0,0,13,1,23,21552.242515805596,29355.832771089412,31119.82802571798
1,0,1,9,0,29,19763.343986213175,21464.228153408,0.0
0,0,1,12,1,43,48954.6064229005,43841.56110028771,56673.93858437439
0,0,1,21,0,50,35881.972415239885,29774.75429862957,16750.660488326816
0,0,1,13,1,41,6074.824683490086,0.0,6210.959832176734
0,0,1,11,0,36,23700.40743155828,13934.722240600211,15445.274759706124
0,0,1,15,0,31,28411.08825096544,21301.309094189273,21614.39720741843
0,0,1,8,0,38,12550.839815199146,1712.665077625894,0.0
0,0,1,12,0,43,13427.486477317103,8521.774667993137,18846.49661901995
0,0,1,17,0,40,5636.940772426538,1490.1915708284905,0.0
1,0,0,6,0,41,25715.46805046672,17025.366460100893,28645.548831891057
0,0,1,12,0,37,24306.852232376157,30561.135242405566,19026.77633038663
0,0,1,15,1,47,45962.49801520488,30727.055401260644,54081.05115997123
0,0,1,10,0,41,29155.281553017754,28453.505573238246,19827.78390579718
0,0,1,14,1,40,24992.894243665505,31746.23394045098,36138.84899393469
1,0,1,12,1,52,15802.850482392849,11781.901339115366,6204.292445222965
0,0,1,14,0,40,23184.721982557432,26941.54808487373,28238.514205870164
0,0,1,18,1,29,28912.783629478054,21664.405530218115,40944.323646000514
0,0,1,15,0,39,10409.594995658885,16614.95780385503,15256.553662338269
0,0,1,18,1,24,12902.8957094745,10407.730405503358,14292.34194046766
0,0,1,12,0,30,0.0,7937.850941412862,27851.07741866872
0,0,1,17,1,21,43239.667972467985,43146.1933855513,62492.5135594974
0,0,0,7,0,16,0.0,0.0,451.13109566174535
0,0,1,16,1,42,32906.166331876586,29601.48606763445,42333.67793537649
1,0,1,5,1,50,10402.839490422222,22813.396854933664,11844.659527249638
0,0,1,13,0,49,34472.55137594664,41529.227556860715,35307.106893746044
1,0,1,7,0,29,3963.08715581658,4245.987040208442,0.0
0,0,0,14,0,17,33421.94332076888,14078.715156483056,29263.67803359859
0,0,0,15,0,19,11731.101778090033,19961.446053886182,18601.719581141708
0,0,1,13,1,42,33607.32267616358,26837.604918386627,45388.98164482351
0,0,1,13,1,56,24415.836681443303,27738.612267901193,15960.733079993219
0,0,1,10,0,40,6197.854588462345,7587.985149026776,3304.3693045020664
0,0,1,14,1,33,20712.485811483613,25459.9514568699,34970.451722000565
0,0,1,15,1,38,38528.79466240255,34883.45097317851,46311.719359469964
0,0,1,10,0,21,9854.341293284218,23854.137366518684,26485.922181256745
0,0,1,12,1,26,23565.204188028056,27264.91633187393,55393.59333263286
1,0,1,13,0,30,12487.239766701096,9554.548458922973,9911.522790815401
1,0,0,9,0,20,3135.523814489279,8171.876823158665,11145.178954584426
0,0,1,12,1,31,15439.20900939716,15949.574048570083,27799.163295896433
1,0,1,13,1,35,20753.756712438862,25359.444529103683,34615.39713922784
0,1,0,9,0,32,24094.48378724823,14728.26276754107,30927.428824470313
0,0,1,12,0,22,14824.94096933646,20353.506390016115,17052.771576545565
0,0,1,15,1,24,27608.717193056422,24976.58453218961,43983.05729806317
0,0,1,15,0,51,48654.22620597121,36374.702329643784,50909.323272939866
0,0,1,9,0,32,12820.987175581551,9258.74092477143,0.0
0,0,1,16,1,37,12515.924584829396,20689.053466381407,5870.139234956451
0,0,1,10,1,30,3757.4812398268186,21504.013524645496,6190.296162039688
0,0,1,8,1,40,4690.357369932743,0.0,7395.030970609601
0,0,1,12,0,44,33320.53866333937,32269.256519563136,51678.42141058523
0,0,1,13,1,21,22329.13846370516,25410.655567190817,13659.718298590702
1,0,0,12,1,18,14881.145066666555,13460.96539740218,14399.788890801048
0,0,1,11,0,27,21036.34209940197,19470.42509365628,33301.26736212082
0,0,1,14,1,31,39672.92981130768,29083.562999857568,24507.476863213877
0,0,1,13,1,48,36235.87074519172,43056.233711740526,40912.05712781111
1,0,1,10,0,39,23221.82021961603,22011.88322523937,10500.453309065662
0,0,1,10,0,29,14393.57637564245,16163.763329330945,11836.755668801798
0,0,0,12,0,34,0.0,10441.524012624717,0.0
0,0,1,18,0,50,26979.125409119144,31004.03502945058,15034.474291071512
0,0,1,7,0,37,0.0,0.0,637.4612476358707
0,0,1,16,1,17,31991.740900774304,30129.97275803826,41005.077984079
0,0,1,12,1,35,15042.991803273831,11125.886511754687,6396.508674302848
0,0,1,14,0,22,7446.969325364576,9447.85462066257,4502.108405816791
0,1,1,9,1,46,15426.649118106072,14787.508787608895,33196.3980386914
0,0,1,15,0,48,33911.992753338025,23169.22350087377,16298.977521699904
0,0,1,15,0,21,20705.51983680077,27776.85445976203,12574.401643908603
0,0,1,17,0,38,34000.44367052468,30474.40888891899,42338.034627103916
0,0,1,13,0,21,31770.159254831902,24452.412526613247,21558.266500300913
1,0,1,10,0,46,0.0,0.0,0.0
1,0,1,4,1,39,0.0,0.0,10600.759528522376
0,0,1,11,1,30,19343.209929000237,4198.274640150314,12457.98774897624
1,0,1,15,1,25,0.0,0.0,4989.513215647268
0,0,1,8,0,46,11406.981558406334,1808.7579022581522,11711.985413225597
0,0,1,13,1,41,11547.588481846617,17935.85505308271,33484.48503422283
0,0,1,14,1,29,26150.32234676002,40855.85183975733,54098.748548831434
0,0,0,12,1,33,20125.198522024868,37857.85118943073,21552.739927617302
0,0,1,10,0,53,29260.172083136178,18167.840808732217,32310.665062636508
0,0,1,13,0,22,45006.48587087,45350.72763344635,48271.812589865774
0,0,1,18,1,40,23219.920579311598,24422.217511032926,33079.53990180198
0,0,1,14,1,31,23990.75256737559,25328.032683664303,34737.147903745594
0,0,1,12,1,44,29914.23340613627,31112.674034969386,40238.67828874846
0,1,0,17,1,21,0.0,9443.653459938352,6864.474313690513
0,0,1,16,0,24,23432.947828701494,22585.979157741513,5351.793178029726
1,0,0,14,1,32,32161.030155193694,35445.07306329711,40333.8716594335
0,0,1,13,1,34,5880.904495450326,10087.364539538272,19379.42322336351
0,1,1,9,1,50,7814.668586531408,6923.681338875673,4981.9049706714095
1,0,0,9,1,38,14906.563974688457,17705.87410867954,7449.392755391895
1,0,1,14,1,37,20347.19009456238,23540.201320872384,35272.890701320604
0,0,0,13,1,27,18545.09410270232,25886.64431052506,17706.590151774188
0,0,1,14,1,22,1883.5642307310918,1118.9275060132895,5883.195616643435
0,0,1,15,1,28,34623.886059988356,31405.071059011414,24516.66001091835
0,0,1,12,0,30,18604.656701338074,31833.867797563733,23128.839246878662
0,0,1,11,0,46,0.0,0.0,0.0
0,0,1,7,0,32,10650.441492662618,13623.022940651654,20663.166300832476
0,0,1,9,0,47,20829.73751497725,15310.803819801844,6562.430853773574
0,0,1,12,1,32,0.0,116.78890696492454,12143.363104030655
1,0,1,9,1,33,5499.354115512273,14711.14363633746,23976.926509435154
1,0,1,5,0,54,15121.046469740093,11722.643842803282,11010.170715638871
0,0,1,10,0,43,1757.9433653285923,0.0,0.0
0,0,1,13,0,38,43901.0666322684,48229.113948881786,46671.02952215979
0,0,1,16,1,25,14124.259566319823,21282.120975717527,22481.06693876076
1,0,1,12,1,42,23061.997165143373,22745.114987856035,38120.34007491133
0,0,1,13,1,29,26566.690864486776,11427.409235916182,21416.376615604255
0,0,1,12,0,37,16675.485969238598,6205.687604012444,5526.55362346839
0,0,0,12,0,43,583.5591612189965,0.0,15602.978079918772
0,0,1,13,0,49,40510.4251104318,39306.264176782905,44897.05102728218
0,0,1,15,0,39,16754.09312517148,28981.815274629294,17597.27809640134
1,0,1,10,0,48,29095.314250928364,29237.09337864526,22441.761143818952
0,0,1,16,0,32,29560.608429432385,24112.14918640125,20652.280227300682
1,0,0,10,1,18,23538.20004262874,20040.357128283817,29483.340563456724
0,0,1,7,0,38,29911.156233539463,21815.624406200848,35931.484788469796
0,0,1,12,0,32,14466.83717364423,2579.2569287691185,22823.632393192554
0,1,1,8,1,38,47823.33208833976,64244.687050868706,71028.9183985648
1,0,1,7,1,32,3700.13160789812,1130.579010130723,5002.860645310322
0,1,1,5,1,32,14007.984037700058,2220.1757048610543,5046.58669338106
0,0,1,16,1,30,19665.449342642987,21749.96793650017,19983.74816945196
1,0,1,10,1,23,0.0,0.0,3998.0856113633617
0,0,1,11,0,33,29759.866443560415,45125.29478031864,52901.594527028414
0,0,0,7,0,25,7252.448990794484,8711.498728248718,23431.299836704773
