black,hispanic,married,nodegree,treat,age,education,re74,re75,re78
0,0,1,1,0,36,10,17735.927727514874,18403.583416040496,28355.92730995758
0,0,0,0,0,24,12,18989.140681042725,21142.398293253336,31862.931688151493
0,0,1,0,0,33,13,52231.144393471666,50061.40016185794,47881.62697876664
0,0,1,0,0,27,12,20889.12132805914,8867.92463781916,3653.166301202018
0,0,0,0,0,16,13,0.0,0.0,1592.8334184519954
0,0,1,1,0,30,11,0.0,0.0,21016.296129089733
0,0,1,0,0,42,10,52459.3974641356,46080.197399687815,64877.591694938994
0,0,1,1,0,42,10,9411.859911218296,5590.835838364648,0.0
1,0,1,1,1,62,5,0.0,0.0,4019.9278209976537
0,1,1,1,0,70,4,35743.47379696556,42403.403575767734,22227.342177777613
0,0,1,0,0,35,12,15970.817973390229,15270.07395265088,32598.61469204773
0,0,1,0,1,47,13,4989.558968558005,0.0,13973.468383073572
0,0,1,0,1,48,17,32635.855233612478,37218.157790233614,42171.313618957545
0,0,1,0,0,40,15,32233.627799474503,16444.4968974926,23186.513046875094
0,0,1,1,1,46,9,19893.855172009524,18448.780480175126,14853.027810666674
1,0,1,0,1,31,14,29777.17978243957,25413.0530974992,41330.05533124998
0,0,1,1,0,38,8,5994.5342908662515,1727.0009288926158,5997.947650774529
0,0,0,0,0,20,15,34139.083043944374,41252.40788101989,41773.342507958936
0,0,1,0,1,37,14,15043.330324392056,21310.0815852655,24582.886430114457
0,0,1,0,1,31,14,22337.298796860472,37913.35101989975,44233.71752292984
1,0,1,0,0,37,14,26896.018545994502,34431.590873428475,19888.437646154034
0,0,1,0,1,27,15,20598.429299927288,10988.69769963509,38224.478883665906
1,0,1,1,1,41,7,8168.229856417633,0.0,17117.160278411648
1,0,1,1,0,42,12,24123.57586182232,20240.685310568548,20512.649189582444
0,0,1,0,0,35,13,17991.1817448556,18083.25325246064,9596.846573869205
1,0,1,1,1,47,7,11488.430876643806,6573.63111715151,16516.449856695337
0,0,1,1,0,47,5,3999.3760173448336,9567.706719087626,0.0
0,0,1,0,0,39,15,27932.21159167844,21483.33967422499,40485.06472951326
1,0,1,1,1,28,11,16866.3484576275,13820.366057363535,31605.847595830364
1,0,1,1,1,24,9,5296.863848859622,10787.013771360469,6499.103082986251
1,0,1,0,0,26,13,17291.4510540654,21101.186271797007,9998.436016014159
0,0,1,1,1,43,9,35954.55820963411,31355.08103541681,38837.54429102412
0,0,1,1,1,32,9,31931.297139479968,33269.51111798936,31888.392752079762
0,0,1,0,1,51,14,43297.81399307019,43821.23412977783,47427.700472540455
0,0,1,1,0,41,7,11701.851101379434,16634.329857172917,30589.52332693487
0,0,1,0,0,39,10,5511.04363164282,19572.44519088122,0.0
1,0,1,0,0,29,15,10456.163017590115,5105.009772066765,12274.678786811999
0,0,1,1,1,41,9,17662.771994954575,8696.95321673274,11537.991270979634
1,0,1,0,0,42,14,20113.379431253612,18843.292848881705,16232.714631806311
0,0,1,1,0,39,9,6391.333183341152,13314.01130257804,13883.532786230251
0,0,1,0,0,41,16,37136.60236032479,14355.648784881269,20077.120100132666
0,0,0,0,0,20,15,0.0,0.0,0.0
0,0,1,0,0,32,13,36162.4015470869,39271.97538159815,61384.453870265366
0,0,1,1,0,46,7,11258.823898856019,18217.060726499276,8853.408151912727
0,0,1,0,0,33,15,7151.952087689015,0.0,10610.996993004292
0,0,1,0,0,42,14,0.0,5461.27562339645,24029.227864338678
0,0,0,0,0,22,12,182.86466208652564,0.0,0.0
0,0,1,1,1,23,10,23536.980045812503,27820.26895002924,27175.148574283336
0,0,0,0,1,24,12,0.0,0.0,4427.887050966889
0,0,1,1,0,46,5,19638.3675656595,5080.852058289047,0.0
0,0,1,0,0,25,13,27322.91760387244,27548.61792524765,32663.584397857485
0,0,0,0,0,17,13,0.0,0.0,0.0
0,0,0,0,0,33,18,1380.34802227635,0.0,19680.359334273846
0,0,1,0,0,24,14,22149.97589132675,23673.768143093126,12222.370174673604
0,0,1,0,0,37,16,26095.687924871378,32633.211699290154,29657.018812964136
0,0,1,0,0,45,17,28955.62276506377,26874.54813115042,35775.59387062255
1,0,0,1,1,38,9,19601.42423561326,22185.445257615484,25824.654007341538
0,0,1,0,0,38,16,28065.657758320463,13023.511974428597,19544.78905855235
0,1,1,1,1,57,7,6759.193715543221,804.4871440671868,7419.000694279209
0,0,1,0,1,40,9,20459.49037988035,14782.947614993916,25778.545671188513
0,0,1,1,1,57,9,13363.816860901476,17308.222812558004,16044.181347048801
0,0,1,0,0,37,16,26614.895117218563,20177.61426421797,37082.353963357455
0,0,1,0,0,46,12,33560.41667343479,26294.420712526487,32837.990478847125
0,0,0,0,0,18,13,0.0,0.0,5623.197900384661
1,0,0,0,1,31,13,22096.208233659687,28035.454529746796,30028.47082611689
0,0,1,0,1,38,14,11700.022704243418,9912.469262470404,25425.997039787337
1,0,0,1,1,42,9,0.0,3348.1688284480188,15003.623424452397
1,0,1,1,1,36,9,17066.65923781647,13269.127512210362,27312.33418345077
0,0,1,0,0,52,16,7606.580173018296,14774.085463322757,18963.663593897803
1,0,0,0,0,19,11,15596.721216218632,13980.31444094626,11035.769796044666
0,0,0,0,0,17,13,5087.040028339801,11487.14625179421,41914.702448277094
0,0,1,1,1,45,7,21999.640917173434,31643.413970810143,34055.51458648231
0,0,1,1,1,37,9,12089.85983649319,12030.987596616502,17215.461104160702
1,0,1,1,0,43,7,5970.849754174502,4526.559155154684,7526.313614102092
0,0,1,0,0,36,12,31862.186076708425,17112.243550102896,23672.148202233577
0,0,1,1,0,51,5,18014.89085597016,15748.767701568926,12953.25397911475
0,0,1,0,0,18,16,27530.643790188027,21006.28837131407,9810.051779532736
0,0,1,0,1,37,13,19073.496917616503,30646.936968152993,45369.69482016954
0,0,1,0,0,30,13,0.0,0.0,0.0
0,0,1,0,1,26,12,13871.164845419402,11088.475965751017,12080.96966183503
0,0,1,0,1,34,17,21177.36954398824,25148.624267043015,37386.33166345542
0,0,1,0,1,24,16,19373.364460936366,24486.041929043888,22169.87311193857
0,0,1,1,1,22,10,5848.052440553252,4145.724319656061,10674.587579648382
0,0,1,0,0,43,15,19857.86331573736,11049.139312915207,6815.542988129877
0,0,1,0,0,36,16,18913.044310023757,18169.284249167486,3328.5819534845505
0,0,1,0,0,26,14,3200.55458331716,8099.056729217276,23431.214542790545
0,0,1,0,0,27,13,22957.372033778924,13882.724046939506,23691.456464376897
0,0,1,0,0,54,11,12457.62744527848,32305.5222463267,28845.29631261625
0,0,1,0,1,39,15,25349.577129046007,39582.66548163234,52549.697054892684
1,0,1,0,1,31,13,23828.736841678627,23798.460878573,28362.47423116871
0,0,1,1,0,46,10,33916.191407290025,37610.83291228859,34482.47516750496
0,0,1,0,0,24,15,23830.200400719714,23477.11944914603,42383.90263409566
1,0,1,1,1,51,7,16711.893505309505,11094.576441196874,6861.917398864877
0,0,1,0,1,55,17,35086.51975865575,40496.22071487096,37863.19749236372
0,0,0,0,0,45,17,43379.04705460776,41923.9548097307,40522.65880041242
1,0,0,0,0,16,13,19410.921656810984,22188.28084739671,33579.866904756534
1,0,1,1,1,47,5,10899.263259128227,18561.016492652972,9502.449381167373
0,0,1,0,0,26,12,9315.632437035645,12356.165442113424,204.89128847889515
1,0,1,1,1,26,9,2165.214616418056,0.0,4964.887575665829
1,0,1,0,1,29,11,2660.302228829876,18677.586571647535,16143.462290564672
0,1,1,0,0,33,17,23112.454519232902,23014.78451670111,32857.8972131695
0,0,1,1,1,33,12,23380.70569491764,32838.04503017703,30278.564313180384
0,0,1,1,1,27,7,305.03667098137885,4897.452193815556,18533.027721893945
0,0,1,0,0,26,14,16206.592360892904,21310.04929422753,19702.559745001072
0,0,1,0,0,44,16,27251.95301384128,36501.626764584624,39395.39556991221
1,0,1,1,1,30,10,2839.355116065246,3156.219857872662,7484.576418444335
1,0,1,1,1,46,8,11321.257290346974,1315.212359950514,18600.953039430482
1,0,0,1,1,21,12,9038.98363487859,5345.38514849809,6734.158449426091
0,0,0,1,1,56,8,30309.459617184708,30179.202068090694,37494.97002050985
0,0,1,0,0,41,17,41540.28484864233,39580.53705530007,44450.67187598441
0,1,1,0,0,22,11,21659.937915428796,32802.10538052626,51588.62477953558
0,0,1,0,0,41,11,31200.187866602268,46920.10496471898,40968.35305981162
1,0,1,1,1,48,8,17790.829985100507,16025.533414886073,31157.24707015817
0,0,0,0,0,16,10,4317.0026250932315,0.0,15438.381078402579
1,0,1,1,1,58,8,5314.594317730405,9923.192949509046,8132.897382831105
0,0,1,0,0,45,17,30751.84571157523,21894.020350733812,31678.88936577475
0,0,1,0,0,27,13,21260.74504411717,19969.366770417408,27884.596675061897
0,0,1,0,0,32,15,34006.30155485646,30435.435277181776,53078.90906338859
1,0,1,0,1,24,13,24168.628446565366,29413.977832763907,27150.590327269216
0,0,1,1,1,42,8,10272.85430535275,20331.138219018627,12729.148017019608
0,0,1,0,0,24,19,41801.193434460016,35155.047060778554,43479.58875856294
0,0,1,0,1,37,15,14742.500542407583,6967.966479658327,35394.69428902226
0,0,1,0,0,41,11,22000.36822676406,19826.157793957216,15994.75265622697
1,0,1,0,0,25,11,20746.50131754081,19331.4008475354,23536.495761738188
1,0,1,0,1,37,9,6316.964457917509,3624.2467066872523,4905.364762714061
0,1,1,1,0,40,6,1026.076225032928,3534.4844782811524,3655.810471834222
0,0,0,0,0,32,15,5388.366808161023,13687.766704442962,2570.1778169307327
1,0,1,1,1,36,9,22174.200917821003,15577.007630748392,27797.555951159764
0,0,1,0,0,21,13,12378.675471580978,6239.760409679506,33924.974172912334
0,0,1,1,1,45,10,9803.131477803312,13414.794446839252,20838.45181001474
0,0,1,0,0,36,14,23784.963552213587,30754.472095591103,24684.46757899591
0,0,1,0,1,32,11,40698.85184062932,36701.63342852154,39327.88153191755
0,0,1,0,1,39,13,22478.687432206247,37095.74407982356,39670.40959478016
0,0,1,1,0,40,7,27234.11917535962,28794.961585544603,25334.02632670152
0,0,1,0,1,31,14,28918.127873720838,42411.295288198125,42271.75176921963
0,1,1,1,1,31,10,11230.793205333544,9116.714009138756,14313.392578010738
0,0,1,0,0,21,14,3966.6706308460816,7338.669150492684,10554.765751259323
0,0,0,0,1,32,15,49238.568427444065,50252.311027203716,51314.836979224245
1,0,1,0,1,33,13,20708.069276963153,26179.298967890663,39890.13122725422
1,0,1,0,0,27,9,0.0,4273.101250266616,4783.864723062405
0,0,1,1,1,39,11,27862.969765351452,25013.567446132838,38236.34412142704
0,0,1,0,0,23,16,13368.605439419523,13028.609248500685,23511.865386159727
0,0,0,0,0,24,15,36698.30317633367,29776.412476189864,33812.144875048165
0,0,0,1,1,18,10,23556.681151622135,31898.51940511303,35535.041370716484
1,0,0,1,1,31,12,5281.800714866079,7323.015485649215,12763.593974361587
0,0,1,0,0,25,14,13327.840801952116,13525.335533462287,6687.562833911728
1,0,1,1,0,39,8,8062.925992504711,9557.822703227992,5242.6088099885
1,0,1,1,1,30,6,11244.954672782567,11480.926040276365,22369.12649914021
1,0,1,1,0,48,9,14547.539898213176,11819.206270458835,26529.42342297828
0,0,1,0,0,19,13,0.0,0.0,0.0
1,0,0,0,1,21,13,13182.865422295414,10808.267896236088,28054.09122907071
0,0,1,0,0,40,14,45574.92166132317,36233.36527378642,64433.486662868716
0,0,1,0,1,29,15,26284.709995694342,18152.818332276092,44240.23565272802
0,1,1,0,0,25,10,16894.371452530482,9721.384988657177,0.0
1,0,0,1,1,21,7,6692.314670725885,6932.263024123901,17067.061599404922
0,0,1,1,1,35,9,2330.0205597765653,8079.980161064972,7504.245253348312
1,0,1,1,1,40,9,12186.024186163662,17331.02777981552,18286.49842192077
0,0,1,0,0,43,15,31802.242436313572,35506.72182103884,41241.20007791563
0,0,1,1,0,59,9,33025.67197162312,35425.630478928695,40735.66613989638
1,0,1,1,1,44,11,8103.901358615191,4332.155127951973,24094.46924023267
1,0,1,1,1,26,9,12714.747599755348,9423.46218647705,8580.408770810587
0,0,0,0,0,24,14,36382.49390186452,38309.458596106764,41979.271399815916
1,0,1,1,1,44,9,12946.402024630599,13894.96010691993,18171.300612760373
0,0,1,0,1,45,12,22731.836857691844,20642.79436432435,30695.888552457338
0,0,0,0,1,29,12,12757.858811714614,8697.688031691183,13991.248038055692
0,0,1,0,0,49,13,33037.386689357605,20039.783934849293,35673.53867682484
0,0,1,1,1,41,11,26683.089803102495,29223.417322939735,33255.619128669976
0,0,1,0,0,35,12,21237.292848271067,15959.661890668413,10810.292723601098
1,0,1,1,0,24,9,8115.228617288094,5921.874988764642,18521.900634927755
0,0,0,0,0,43,13,28834.65718532944,31475.747155713456,41546.541733028695
0,1,0,0,0,31,13,26982.399877523723,19935.578301801055,45776.71696817273
1,0,1,1,0,41,7,29760.39767431838,23730.58242459133,22296.318943781233
1,0,1,1,1,55,5,22600.443963417285,14079.039991898366,5236.345775088049
0,0,1,0,0,37,17,19218.896989815734,26246.00500532871,23175.449084046035
1,0,1,0,0,26,10,0.0,16353.145980421647,4009.903908514103
1,0,1,1,1,33,8,8905.152487250663,8408.349040499676,16832.988938383696
0,0,1,0,0,32,14,33217.669408664806,26522.28988350407,29596.48462885037
0,1,0,1,0,40,7,11141.975486939136,15737.206226520808,16216.204909874656
1,0,1,1,1,37,9,3735.173119551626,6084.498165208857,32955.98040717892
0,0,1,0,0,29,12,14758.783532632728,20173.692525991843,49882.65310328864
0,0,0,0,0,34,16,40355.96174084098,38683.221865094194,25076.71672570651
0,1,1,1,0,45,8,23426.06300722831,29158.56569809807,23565.493155201308
0,0,1,1,1,59,7,0.0,5992.919667943772,12482.608457970357
1,0,1,1,1,42,5,23142.0231239927,19099.917178884592,15042.578790494354
0,0,1,0,0,34,15,24641.315866706613,15760.400091157015,10478.25258407685
0,1,1,1,1,49,9,23791.607508603316,22934.31014906385,30485.13262721103
1,0,1,1,1,43,8,8753.805174244279,13120.638596651437,9187.251790100585
0,0,1,0,0,41,13,4016.7655204575385,0.0,0.0
1,0,1,1,1,39,6,18074.350811926146,13132.867623942233,23944.486517200574
0,0,1,0,1,47,16,26898.71679510981,23379.105217309007,39139.0495780213
0,0,1,0,1,35,14,18715.36230168777,14023.152136707655,4538.966278724479
0,0,1,0,0,28,12,32414.54369785293,32356.993593121733,23471.90326485624
0,0,1,0,0,43,12,0.0,0.0,0.0
0,0,1,0,0,33,15,29099.185205774622,24064.33537003376,43031.18712652131
0,0,1,1,1,37,7,24852.011438746136,18210.31723302074,26978.398414827883
0,0,1,1,1,50,11,34048.652058084,20540.450710081655,25721.42158674553
0,0,0,0,0,22,14,25641.578725156705,27808.249658649733,18262.48934408857
0,0,1,0,0,23,16,13243.58355037374,5803.581061319423,0.0
0,0,1,1,0,32,11,27192.624566007646,20556.53290657969,30037.165584738315
0,0,1,0,0,30,18,33063.98143256432,36068.92736939127,29382.96214649119
0,0,0,0,0,30,14,27283.699786946927,23449.820837341198,9788.791664454495
0,0,0,1,0,18,11,13014.853092218615,8411.279952621913,10904.930911071839
0,0,1,0,0,46,15,36257.122186291366,45652.96033081602,45915.58807824498
0,0,1,0,0,23,14,39444.19657327396,30637.15255228953,37701.51573824382
0,0,1,0,1,34,15,30104.46870963647,18857.3911974956,16660.04366975319
0,0,1,1,1,28,11,12102.332363471913,4980.9609994560615,4802.610984582104
0,0,1,0,1,57,14,60028.22015587755,53486.798375339844,53861.10259754026
0,0,0,0,0,38,18,33179.57840335964,18985.920316459713,23258.956611600846
0,0,1,1,1,38,6,0.0,0.0,4661.074332807505
0,0,0,0,0,33,14,42568.05220668894,42309.09685963699,37005.54101011764
0,0,1,0,0,34,12,45415.4175103985,35099.7843936859,44677.29442086085
0,0,1,0,1,38,14,39267.25907965377,38676.97102264456,43364.15235290656
0,0,1,0,1,31,19,27689.87641241114,39025.103415970676,45266.311765984945
0,0,1,1,0,50,6,19141.463830942448,30585.003995228515,14356.047180127422
0,0,1,0,0,50,14,28603.939350067056,3944.659579757852,23418.5221092696
1,0,0,0,1,27,15,10486.747577511229,8036.83578389293,14400.516805242554
1,0,1,1,1,55,5,15069.003597546427,19924.924775180247,29217.604992928613
0,0,1,0,0,39,15,7435.305184022131,20226.001504695596,21778.654575518456
0,0,1,0,0,39,15,49295.456735500265,49425.07436652795,31817.751699403583
1,0,1,1,1,46,5,16571.091390691035,14386.229324018339,15664.839390521422
0,0,1,0,0,27,15,47229.8425915183,42868.21155325715,38563.417868391916
0,0,1,0,0,44,12,41081.91893771793,35521.844125944495,4342.140416265964
0,0,1,1,1,28,10,5376.580069252268,6039.215567165054,26599.53830462729
1,0,1,0,1,42,13,26269.796433450043,18000.793380605457,40923.56346775232
0,0,0,1,0,57,9,35338.89409184762,33497.85516034308,41683.06401032403
0,0,1,0,0,32,12,32637.959027178258,44962.970976391196,47682.60653596226
0,0,1,0,0,39,13,18491.946487005298,13031.994559558118,18117.25704548095
1,0,1,1,1,51,7,17240.3497520271,11861.31973209088,19838.753753662422
0,0,0,0,1,29,16,33644.77958791449,24965.415715592047,41577.99573095262
0,0,1,0,0,26,14,0.0,15303.3824406474,1667.0597602526832
0,0,1,0,0,39,13,19160.280544147492,18231.650786808674,17549.096265221575
0,0,0,0,1,27,13,24236.249430332173,23550.727535868147,31715.261596036264
1,0,1,1,0,55,9,5629.5492928871045,8214.248519401834,21722.301721809676
0,0,1,0,0,24,13,12911.511213911319,8070.805633581655,21246.454076792237
0,1,1,0,1,44,14,19503.634506073373,0.0,4879.185963966629
0,0,0,1,0,25,12,22052.991031183803,7135.748027816469,16032.873346511424
0,0,0,0,0,28,16,28720.86413052859,28415.712554747566,33821.020313666595
0,0,1,0,0,26,16,2246.5009062129575,13679.429229358742,12767.199771237461
0,0,1,0,0,29,16,24866.77653621763,24237.461188797337,37771.48953249249
1,0,0,0,0,16,12,15012.506635916983,0.0,5352.587020795776
0,0,1,0,0,21,11,24289.926757293768,27601.657905804575,12450.300757238228
0,0,1,0,0,29,11,0.0,0.0,0.0
0,0,1,0,0,35,18,4356.362958746544,14682.196932636882,5138.701203345747
1,0,1,0,0,35,14,36520.74948648707,26746.63452927107,40150.622672392565
1,0,1,1,1,56,9,28753.906334758693,23537.503835830423,34638.456855631826
0,0,1,0,0,27,15,15608.430661825536,29094.401925874346,18842.817400354612
0,0,1,0,0,33,15,23464.155227489184,27497.68818651461,19018.757915728864
0,0,0,0,0,22,15,3516.376338979633,947.2099598265995,0.0
1,0,1,1,0,50,6,24019.397283021462,22714.413835900858,19607.051270400563
0,0,1,0,0,38,16,50103.13597196649,37889.034259219,50856.74656250248
0,0,1,0,0,31,15,36508.191622644634,37142.355073204504,37737.92326469933
0,0,1,1,1,27,9,701.6374112115227,15725.871717597985,28862.108548548622
0,0,1,0,1,40,11,23650.07934769606,31029.429051155512,12770.00934185311
0,0,0,0,0,38,16,36891.19805637839,30588.709158794954,31607.218061122672
0,0,1,0,0,40,12,52690.28377850876,51499.96663593205,40607.14373775893
0,0,1,0,1,63,16,48633.19721178594,43411.233256649975,41785.97672340483
0,0,0,0,0,33,16,22376.239319755416,22811.30775909082,14683.344366543995
1,0,1,0,1,35,13,15440.821372582344,14343.216650191476,20727.800323453434
1,0,1,1,1,48,6,6304.04627804156,1061.9394943070183,6467.898315052399
0,0,1,1,1,31,9,0.0,0.0,3884.246043176473
0,0,1,0,0,56,13,46691.20075669718,48528.77832499072,27200.312705964323
1,0,1,1,1,30,11,18249.5029824231,13843.18821179732,30824.55576103126
0,0,1,0,0,33,15,0.0,4156.402923937709,8722.139745454242
1,0,1,1,1,59,7,10463.789257660253,4598.59107743837,17061.50024849808
0,0,1,0,1,32,15,4544.798082171939,3272.6462850881035,28148.082087000676
0,0,1,1,1,35,9,13724.100544680186,4185.925702034714,8921.681965190124
1,0,1,0,0,40,13,4233.536634796143,19016.407133826237,14391.161800413563
0,0,0,1,0,49,9,25808.475823630783,22830.38960193192,10897.287308490515
1,0,1,1,1,34,7,15725.15039894563,12533.075014370545,21358.757018409036
1,0,1,1,1,31,7,14920.899423399787,19148.440336540585,18987.562151070786
0,0,1,0,1,35,18,19696.298644796472,11254.018789236477,46207.00834566368
0,0,1,0,1,35,16,35176.15423873879,38783.21234511919,44512.899937529866
0,0,1,0,0,45,16,22326.235810431008,32999.23075874279,34495.30764655345
0,0,0,0,0,19,15,14248.55132967694,14221.05651293993,50263.231902648375
0,0,1,0,0,44,15,27363.488379153274,25189.16632962848,24456.693331139988
0,0,1,0,0,28,17,54454.45926135543,32189.038298272462,33343.94617367628
0,0,1,1,1,34,8,17945.031972057182,14066.540959532993,18909.8964932613
1,0,1,1,1,42,8,17672.842942708165,23960.283896222623,27139.5460520723
0,0,1,0,0,31,15,35418.56562920015,32390.81560499235,15243.6423467395
0,0,1,1,0,46,8,23894.692369926244,24112.376576135106,16575.257961706557
0,0,1,0,0,46,16,14764.508273112735,20567.85165426944,28219.78349122269
1,0,1,1,1,52,6,17376.059009948185,6746.106071939075,3927.7097558753326
0,0,1,0,0,46,14,33690.92567847531,36578.73759162301,55021.17154277282
0,0,1,0,1,39,14,22695.054957274297,23635.302893037147,34325.59357316524
1,0,1,1,1,29,10,0.0,3245.750480013703,5607.755662071266
0,0,1,0,0,28,16,7619.29778780955,10338.39234867059,10816.061883823166
0,0,0,0,0,23,13,3421.7898854382984,4101.178276972896,8489.052958485434
0,0,0,1,1,38,9,8627.482377786951,8263.684537877016,4159.893154388643
0,0,1,0,0,46,14,36476.46123658848,26210.169293605963,25894.32498748653
1,0,1,1,0,27,11,19140.10810899583,20601.424768839235,28377.22901610549
0,1,1,0,0,44,15,12336.471143910505,3370.2492124666223,25248.661425026778
0,0,1,0,1,38,14,3744.9095295942825,13164.798603052566,19254.900140727823
0,0,1,1,1,63,7,11376.224060821547,6831.727730495353,5145.528730357466
0,0,1,0,1,35,17,22261.37214436064,31131.15947303603,31396.622673171456
0,0,1,0,1,32,12,10406.543751154584,22520.407856940936,28841.870458262165
0,0,0,1,0,48,10,41955.14010974587,39761.82001073427,35716.096257795034
0,0,1,0,0,26,12,12345.09426237255,14972.339046558867,22026.207684378784
0,0,0,0,0,48,13,22237.832126093836,25454.310017122152,13308.853899820202
0,0,1,0,0,23,10,0.0,0.0,0.0
0,0,1,0,0,29,13,14985.409219469544,22615.354707164082,38712.00650897001
0,0,1,0,0,40,14,21904.481264998733,18854.880433764472,19744.847501996483
1,0,1,1,0,61,6,11762.390139004796,1950.0915399984933,4053.2787325786894
0,0,1,0,0,27,14,28384.89410297257,8707.595325297305,18195.16536955714
1,0,0,0,0,33,13,10861.133694946511,14300.998393177635,9649.000951836015
1,0,1,1,1,35,10,11782.808024013091,10490.624339084972,29928.131955565485
1,0,1,0,0,33,12,15467.052090053216,16227.862981372788,24825.572949062618
1,0,1,1,1,21,14,15245.363849139469,15083.299237048355,17533.917777746865
0,0,0,0,0,32,12,31678.350564749755,39044.93156120408,36329.887843648685
0,0,1,1,1,51,9,23860.038530574588,24659.839213789557,33233.10594430212
0,0,1,0,0,29,15,0.0,10656.626609661353,0.0
0,0,1,0,0,32,15,33041.670267917405,34009.79116994233,33840.2497328859
1,0,0,0,0,26,14,11615.149933487646,12463.417436747954,22367.436051363053
0,0,1,0,0,36,15,0.0,0.0,0.0
0,0,1,0,0,37,17,24349.596599549346,21736.165954154225,18402.91922200929
0,0,1,0,0,40,12,12928.225985234563,13472.201285127378,0.0
0,0,1,1,0,41,9,18187.563880851998,14562.61447126342,0.0
1,0,1,1,0,41,10,10046.850911678597,5497.716532256994,2166.19873801997
0,0,1,1,0,43,8,3335.5796926855273,0.0,10120.224480971636
0,0,1,0,1,30,11,34419.348182218855,17897.076325482696,39389.101883617936
0,1,1,0,1,22,11,17093.074870418008,24686.155635100862,31820.228246958213
0,0,1,0,0,34,13,34064.57291950277,26773.626514517084,30864.738464385628
0,0,1,0,0,21,17,37038.754134813666,25815.46908399765,28988.047172968636
0,0,1,0,1,37,15,18252.656786606654,9923.34824797981,7439.985589835982
0,0,1,1,1,54,11,21778.486194590503,14954.049409801099,37001.14340743989
0,0,1,0,0,26,11,18932.251681331625,21432.426974883016,21367.69743220947
0,0,1,0,0,30,12,21012.076227703747,14813.074288162274,22231.16868765686
0,0,1,0,0,25,11,15417.00162050283,27337.731107403957,44926.54785209257
0,0,1,0,0,35,14,35296.56683496283,34465.1232119544,22660.427702299417
0,0,1,0,0,22,13,5801.875285605987,6565.1346717836095,0.0
0,0,1,1,0,36,8,2981.1360850404,991.9417734846938,2946.655058936345
1,0,1,1,1,42,8,3330.925969412032,8218.303698580567,5801.3068079511395
1,0,1,1,1,39,4,16544.31184360673,7444.705812791307,20867.492043653296
0,0,1,1,0,43,8,27725.921238065243,13111.19393138729,26395.99700891591
0,0,1,0,0,39,16,34101.312501521585,32615.5561483977,29532.410153619618
0,0,1,1,1,50,8,10483.31494939209,24722.524431980164,32056.2854484793
0,0,1,1,0,30,11,17957.578494119996,20330.899390399005,10174.003997780648
0,0,1,0,1,37,12,33163.521071340845,13962.177678843638,13401.260691568219
0,0,1,0,0,40,16,32666.95566813874,38286.82683273478,42378.13348088213
0,0,1,1,0,52,9,11620.127462662751,15020.587685772065,14443.317808121275
1,0,1,1,1,39,10,17256.42583992728,14626.56618963341,17768.006151701695
1,0,1,1,1,35,7,12048.224899977786,18073.185208289942,19789.654009983817
0,0,1,0,1,37,14,38194.49169757591,33876.615745506075,45450.05369199353
1,0,0,1,1,20,8,6621.882034683379,9239.958409022267,20924.67997896886
0,1,1,1,1,26,12,21832.4440736356,22875.051715838694,33490.73619768215
0,0,1,1,1,33,11,23871.189579633217,25892.756347407256,29423.94767462179
0,0,1,0,1,25,14,36130.791614174406,17298.701990390087,40942.93573728515
1,0,0,0,0,29,16,16525.245700988584,13324.409662799484,3392.096796171969
0,0,0,0,0,38,15,12711.917904948372,28486.34916967283,17481.059076674745
0,0,1,0,0,33,14,10766.598195282933,13232.638448921492,3558.216743158144
0,0,1,0,0,30,12,29737.871122856155,19033.532129491607,46615.99281214322
1,0,1,0,0,32,14,3981.070766746785,0.0,10928.95022404391
1,0,1,0,0,26,13,37796.85693232332,34718.00963358623,21758.26204323559
0,0,1,0,0,20,13,27498.426968002776,28667.053193146076,45545.79347395998
1,0,1,0,1,29,13,24393.233391292106,27141.758929120235,29459.084648989792
0,0,0,0,0,25,17,35768.32626540754,30758.454606249332,39739.49784914382
0,0,1,0,0,25,15,0.0,0.0,0.0
0,0,1,0,0,23,11,37782.086943441565,28995.42906917329,27304.87720779338
0,0,1,0,1,31,14,16146.084344690995,5012.754921099608,24050.759045010043
1,0,1,1,1,37,12,14875.549546665821,17895.76157412219,9739.344916228869
0,0,1,0,0,37,11,39486.85228713983,45184.87486701565,45543.93188983161
0,0,1,0,0,25,13,2630.8829983990254,519.7406412418277,0.0
0,0,0,0,0,42,13,0.0,6074.055027719336,1746.5446079402973
0,0,0,1,0,37,9,0.0,4962.779985294124,21563.849967030983
0,0,1,0,1,18,14,25253.755873705446,25048.360033033583,36041.16713782157
0,0,1,0,0,34,14,34514.56890258233,38409.47914092145,37113.557171267385
0,0,1,1,1,22,7,19737.68586504061,12875.362949070006,14387.611541428301
1,0,0,0,0,16,12,797.9187454909952,8481.097366119418,15556.448107416914
0,0,0,0,0,25,14,11677.792355491501,15333.799604958145,18780.394605172867
0,0,1,0,0,45,18,44537.34795843462,46507.09942756136,40114.78887721044
0,1,1,1,1,52,6,27391.43942721512,13551.311289753918,19286.473721907332
0,0,1,1,1,43,6,0.0,0.0,17202.253935646866
0,0,1,0,0,38,14,14830.557041231827,15303.459555111953,43074.97380199962
1,0,1,0,1,27,13,13183.901059227823,16099.318421092166,15162.54823399893
0,0,1,0,0,41,14,40852.6621029213,29734.224571036975,29679.830874462794
0,0,1,0,1,23,14,20965.238790599287,23853.810381378993,22281.652562030373
